t,dx,dy,dz,ax,ay,az
7.38,7.97301,-4.13819,-25.93408,7.89987,-63.19899,49.79921
7.4,8.07928,-4.0868,-25.95383,-0.79999,-20.99967,28.39955
7.42,8.18816,-4.04609,-25.9617,19.99968,-1.89997,11.29982
7.44,8.30529,-4.01013,-25.96614,43.49931,-22.79964,-17.49972
7.46,8.43803,-3.98474,-25.97762,49.19922,-58.49907,-47.59924
7.48,8.58684,-3.97925,-26.00766,19.0997,-59.29905,-73.79883
7.5,8.74529,-3.99219,-26.06231,9.19985,-7.49988,-51.69918
7.52,8.90726,-4.01466,-26.13828,-2.19997,-21.09966,-36.89941
7.54,9.06947,-4.04325,-26.22785,-2.09997,-11.69981,-11.29982
7.56,9.23155,-4.07511,-26.32577,5.19992,11.49982,-24.8996
7.58,9.39537,-4.09932,-26.43289,9.29985,65.09896,-31.6995
7.6,9.56409,-4.10713,-26.55346,25.49959,22.09965,-47.09925
7.62,9.74251,-4.11157,-26.69043,36.79941,-75.79879,-38.89938
7.64,9.93607,-4.13654,-26.84212,52.49916,-75.99879,-23.19963
7.66,10.14919,-4.18543,-27.00253,54.09914,-11.59982,-2.69996
7.68,10.38262,-4.23849,-27.16345,42.49932,57.29909,22.59964
7.7,10.63392,-4.27575,-27.3151,39.79937,54.79913,49.29921
7.72,10.903,-4.30295,-27.44823,55.89911,-66.49894,63.19899
7.74,11.19478,-4.33852,-27.55911,75.59879,-5.69991,45.99927
7.76,11.51089,-4.37691,-27.65085,36.49942,49.49921,35.29944
7.78,11.84596,-4.40433,-27.72885,41.09934,16.19974,19.89968
7.8,12.19386,-4.42427,-27.79863,9.79984,-7.19989,6.2999
7.82,12.54577,-4.44886,-27.86633,-20.39967,-48.59922,-12.4998
7.84,12.89207,-4.48428,-27.9388,-24.8996,-3.99994,-29.89952
7.86,13.22728,-4.5235,-28.02229,-40.49936,18.29971,-38.79938
7.88,13.54775,-4.55918,-28.11965,-41.29934,2.69996,-31.99949
7.9,13.85119,-4.591,-28.22901,-47.09925,14.59977,-17.99971
7.92,14.13672,-4.62115,-28.34737,-43.29931,-15.29976,-22.89963
7.94,14.40428,-4.65675,-28.47566,-45.79927,-38.79938,-36.39942
7.96,14.65777,-4.70905,-28.61806,-5.69991,-74.19881,-46.19926
7.98,14.90729,-4.78545,-28.77903,17.79972,-53.99914,-57.79908
8,15.15771,-4.87595,-28.963,-20.79967,40.99935,-68.9989
8.02,15.4008,-4.96057,-29.17405,-49.19922,30.59951,-75.89879
8.04,15.62666,-5.03574,-29.41292,-52.99916,-7.99987,-58.29907
8.06,15.83336,-5.10907,-29.6753,-36.19942,3.69994,-43.39931
8.08,16.02345,-5.18441,-29.95578,-40.49936,-19.69969,-36.69942
8.1,16.19872,-5.26343,-30.25416,-30.79951,-1.29998,-63.19899
8.12,16.3606,-5.34213,-30.5754,-31.5995,25.3996,-66.19894
8.14,16.51041,-5.41472,-30.92136,-26.49958,11.29982,-52.49916
8.16,16.64909,-5.48193,-31.28788,-26.49958,5.59991,-35.29944
8.18,16.77711,-5.54739,-31.66888,-26.89957,-5.19992,-22.59964
8.2,16.89364,-5.61745,-32.05734,-34.49945,-41.29934,5.09992
8.22,16.99746,-5.69787,-32.44884,-30.89951,-16.09974,-18.7997
8.24,17.08947,-5.78317,-32.84777,-21.69965,24.49961,-42.69932
8.26,17.17324,-5.86702,-33.25853,-7.79988,-18.4997,-14.89976
8.28,17.25414,-5.95021,-33.67768,8.69986,18.7997,-12.2998
8.3,17.33878,-6.0276,-34.0999,28.09955,38.79938,7.89987
8.32,17.433,-6.09033,-34.51928,30.99951,49.9992,24.09962
8.34,17.53979,-6.13935,-34.93294,35.79943,-1.99997,0.2
8.36,17.66022,-6.18565,-35.3465,34.09945,-18.8997,-24.29961
8.38,17.79462,-6.23501,-35.76959,35.79943,8.99986,-47.69924
8.4,17.94244,-6.27946,-36.21208,28.69954,49.79921,-75.1988
8.42,18.10261,-6.30839,-36.68429,30.49951,46.39926,-99.99841
8.44,18.27285,-6.32344,-37.19673,11.19982,-3.99994,-127.99796
8.46,18.4505,-6.33897,-37.75429,21.39966,-43.39931,-95.99847
8.48,18.63489,-6.36566,-38.34655,13.59978,-20.99967,-27.79956
8.5,18.82796,-6.40038,-38.94969,38.39939,4.99992,41.89933
8.52,19.02144,-6.43219,-39.53725,-86.09863,39.79937,98.89843
8.54,19.18802,-6.44964,-40.09286,-134.99785,58.79906,78.99874
8.56,19.30557,-6.45049,-40.6113,-133.99787,8.49986,113.99819
8.58,19.3693,-6.44724,-41.08675,-134.99785,-35.09944,121.99806
8.6,19.38072,-6.45221,-41.51512,-118.99811,-20.59967,111.99822
8.62,19.34442,-6.46388,-41.90471,-103.99835,8.99986,40.89935
8.64,19.2671,-6.47321,-42.2683,-82.89868,25.89959,65.29896
8.66,19.15628,-6.4749,-42.60935,-65.09896,15.29976,53.19915
8.68,19.01969,-6.47048,-42.92466,-44.39929,4.49993,84.69865
8.7,18.86511,-6.46453,-43.21763,-25.79959,-9.19985,0.1
8.72,18.70031,-6.46016,-43.50435,-5.9999,-2.09997,-23.39963
8.74,18.53081,-6.45624,-43.797,-9.09986,8.69986,-13.39979
8.76,18.35704,-6.45026,-44.09796,-18.19971,5.09992,-33.69946
8.78,18.17723,-6.44168,-44.41022,-14.69977,6.89989,-33.09947
8.8,17.9935,-6.43356,-44.73433,8.49986,-23.69962,-19.39969
8.82,17.8116,-6.42981,-45.06394,16.29974,-3.39995,15.99974
8.84,17.6343,-6.42332,-45.38746,4.99992,57.69908,47.39925
8.86,17.46224,-6.39949,-45.6938,26.39958,61.19903,60.19904
8.88,17.30177,-6.35713,-45.98013,58.19907,5.09992,31.4995
8.9,17.16422,-6.3105,-46.252,86.69862,-28.99954,20.49967
8.92,17.06182,-6.27478,-46.51584,119.99809,-56.3991,6.99989
8.94,17.00906,-6.25671,-46.77225,169.99729,-34.79944,38.89938
8.96,17.01339,-6.24947,-47.01173,110.99824,17.39972,83.59867
8.98,17.04589,-6.2415,-47.22056,-109.99825,7.19989,99.59841
9,17.06382,-6.23555,-47.39033,-36.59942,-52.19917,106.9983
9.02,17.05896,-6.23742,-47.51765,-44.49929,18.6997,109.99825
9.04,17.03915,-6.23999,-47.60432,-23.59962,7.69988,78.69874
9.06,17.00056,-6.24396,-47.65703,-95.99847,-48.29923,71.29887
9.08,16.93383,-6.25781,-47.68012,-65.59895,-10.19984,74.09882
9.1,16.83839,-6.27338,-47.67373,-59.69905,51.39918,74.39882
9.12,16.71773,-6.28924,-47.6372,-66.99893,-95.69847,77.69876
9.14,16.57216,-6.31234,-47.56919,-55.19912,67.39893,84.09866
9.16,16.40857,-6.32605,-47.46799,-2.69996,54.59913,85.19864
9.18,16.24267,-6.32276,-47.33217,37.7994,-6.79989,90.79856
9.2,16.09474,-6.31526,-47.16738,106.9983,0.89999,22.09965
9.22,15.98868,-6.31005,-46.98849,166.99733,-17.99971,5.19992
9.24,15.93616,-6.30918,-46.80487,94.69849,-8.59986,13.89978
9.26,15.92335,-6.30942,-46.61713,40.79935,23.89962,7.29988
9.28,15.93481,-6.30592,-46.42464,66.69893,-1.99997,18.19971
9.3,15.96499,-6.30092,-46.22545,13.19979,-4.99992,22.39964
9.32,16.00352,-6.29807,-46.01673,-9.49985,-9.79984,31.4995
9.34,16.03624,-6.29523,-45.79653,-51.99917,24.39961,28.49955
9.36,16.04933,-6.28674,-45.56676,-82.69868,17.19973,6.3999
9.38,16.02915,-6.26971,-45.33386,-114.99817,26.49958,-10.79983
9.4,15.96619,-6.24376,-45.10598,-114.99817,18.7997,-35.99943
9.42,15.86068,-6.2101,-44.89092,-80.29872,12.6998,-46.09926
9.44,15.7239,-6.17201,-44.69201,-36.89941,0,-34.29945
9.46,15.57198,-6.13341,-44.50793,2.89995,-7.79988,-34.29945
9.48,15.42238,-6.09796,-44.33682,54.49913,-16.09974,-27.79956
9.5,15.29575,-6.06562,-44.17735,117.99812,8.69986,-27.29956
9.52,15.21425,-6.03526,-44.03244,160.99743,-21.29966,-63.99898
9.54,15.17403,-6.00868,-43.91232,-26.99957,-4.09993,-93.49851
9.56,15.14484,-5.98167,-43.82464,3.39995,33.59946,-74.29882
9.58,15.11304,-5.94604,-43.76594,-5.59991,22.99963,-48.49923
9.6,15.08064,-5.8994,-43.72478,1.99997,30.19952,-4.99992
9.62,15.04952,-5.84293,-43.68588,14.59977,14.69977,35.09944
9.64,15.02688,-5.77961,-43.63577,53.69915,8.79986,45.99927
9.66,15.02439,-5.71358,-43.57198,79.79873,-5.49991,8.89986
9.68,15.04116,-5.64923,-43.50504,-20.49967,-14.69977,-33.19947
9.7,15.0559,-5.5887,-43.45014,-58.99906,-3.59994,-63.69899
9.72,15.05507,-5.53358,-43.42141,-16.89973,-32.29948,-101.99838
9.74,15.0432,-5.48799,-43.42665,-17.49972,-27.39956,-72.79884
9.76,15.02584,-5.44914,-43.4613,-2.79996,19.59969,-47.39925
9.78,15.00688,-5.40621,-43.51143,7.39988,28.79954,11.89981
9.8,14.99293,-5.35635,-43.56058,38.19939,-8.09987,32.59948
9.82,14.99301,-5.30751,-43.59941,56.6991,-23.09963,25.2996
9.84,15.01576,-5.26251,-43.62839,75.2988,15.79975,14.39977
9.86,15.06723,-5.21467,-43.65026,80.09872,19.69969,16.09974
9.88,15.14814,-5.16564,-43.66477,59.19906,-43.49931,26.19958
9.9,15.25193,-5.13072,-43.66857,30.39952,-73.99882,37.6994
9.92,15.36793,-5.12119,-43.65908,2.29996,-62.499,30.49951
9.94,15.48805,-5.13644,-43.63986,6.3999,-49.09922,-2.19997
9.96,15.6056,-5.1691,-43.621,-40.59935,-13.59978,-30.69951
9.98,15.71114,-5.20624,-43.61543,-45.09928,31.2995,-69.99889
10,15.80279,-5.23523,-43.63514,-7.89987,32.29948,-82.99868
10.02,15.89001,-5.255,-43.68774,16.79973,-3.89994,-93.79851
10.04,15.98545,-5.27378,-43.77147,56.6991,-14.69977,-41.59934
10.06,16.09483,-5.29625,-43.87823,9.29985,-3.89994,-54.09914
10.08,16.21116,-5.31947,-44.00969,-5.49991,14.89976,-97.99844
10.1,16.32774,-5.33882,-44.17022,4.39993,12.4998,-41.49934
10.12,16.44341,-5.35528,-44.34781,-12.2998,-11.09982,9.49985
10.14,16.55421,-5.37593,-44.52151,-28.19955,-32.49948,60.59903
10.16,16.65376,-5.40763,-44.67244,-43.6993,-34.49945,96.19846
10.18,16.7382,-5.4516,-44.78809,-35.19944,-21.39966,98.79843
10.2,16.80867,-5.50397,-44.86978,-25.49959,-6.99989,45.09928
10.22,16.86939,-5.55972,-44.93269,-11.09982,1.49998,-2.09997
10.24,16.92736,-5.61509,-44.99516,20.49967,7.59988,-37.39941
10.26,16.9935,-5.66924,-45.06605,51.89917,-4.69992,-8.09987
10.28,17.08059,-5.72594,-45.14134,85.39864,-23.89962,8.79986
10.3,17.20133,-5.78969,-45.21195,113.99819,-18.19971,36.29942
10.32,17.36072,-5.85991,-45.26689,73.29884,-4.59993,74.59881
10.34,17.54852,-5.93128,-45.29851,23.69962,15.69975,46.79925
10.36,17.74469,-5.99981,-45.31707,-36.79941,1.39998,-38.49939
10.38,17.93314,-6.06525,-45.33892,-27.09957,12.19981,-3.49994
10.4,18.1103,-6.1259,-45.36767,-21.69965,21.89965,-24.39961
10.42,18.27166,-6.17532,-45.40192,-87.29861,56.19911,-3.49994
10.44,18.40364,-6.21228,-45.4416,-97.29845,-9.99984,-23.79962
10.46,18.50152,-6.25059,-45.49058,-58.89906,-49.89921,-42.69932
10.48,18.57452,-6.29725,-45.5532,-33.59946,26.19958,-28.09955
10.5,18.63565,-6.34344,-45.62806,7.69988,1.89997,-24.29961
10.52,18.69754,-6.38976,-45.71188,25.89959,-31.3995,-13.79978
10.54,18.77043,-6.44203,-45.80102,50.79919,1.19998,-2.09997
10.56,18.85967,-6.49475,-45.89141,36.09942,24.19962,4.59993
10.58,18.962,-6.54152,-45.98189,8.09987,9.79984,-8.89986
10.6,19.06897,-6.58625,-46.07584,-5.59991,-23.59962,-22.29964
10.62,19.17353,-6.63662,-46.17924,-20.89967,-19.19969,-41.79933
10.64,19.27016,-6.69188,-46.29957,-31.6995,12.89979,-64.29898
10.66,19.35596,-6.74328,-46.44156,-23.79962,31.79949,-47.09925
10.68,19.43005,-6.79019,-46.60041,-37.5994,-31.79949,-10.89983
10.7,19.48872,-6.84369,-46.76286,-54.99912,-34.29945,31.99949
10.72,19.52539,-6.90637,-46.91385,-72.19885,8.39987,60.69903
10.74,19.53407,-6.96985,-47.04816,-80.29872,9.29985,12.4998
10.76,19.51422,-7.02758,-47.17208,-52.29917,30.29952,17.39972
10.78,19.47247,-7.07581,-47.29398,-33.99946,24.8996,-27.99955
10.8,19.41855,-7.11728,-47.41926,-1.09998,-12.5998,3.99994
10.82,19.36165,-7.16024,-47.54348,6.4999,-14.89976,29.69953
10.84,19.30554,-7.20662,-47.65623,-3.69994,8.09987,50.4992
10.86,19.24928,-7.25231,-47.75158,-0.49999,5.29992,42.39933
10.88,19.19084,-7.2959,-47.83239,-16.79973,2.19997,9.29985
10.9,19.12488,-7.33823,-47.90923,-40.99935,2.59996,-22.19965
10.92,19.04822,-7.37965,-47.99302,-7.99987,1.59997,-35.19944
10.94,18.96663,-7.42022,-48.0866,7.89987,2.49996,-6.1999
10.96,18.88954,-7.45698,-48.18218,37.39941,31.1995,26.69958
10.98,18.82685,-7.48716,-48.26506,61.49902,0.79999,79.09874
11,18.78683,-7.51668,-48.32226,66.49894,-26.39958,70.89887
11.02,18.76878,-7.55247,-48.3521,25.3996,-10.89983,51.89917
11.04,18.76187,-7.59634,-48.36121,-5.69991,-32.79948,31.79949
11.06,18.7516,-7.64962,-48.35796,-47.39925,-17.79972,7.19989
11.08,18.7277,-7.70845,-48.35143,-35.59943,12.6998,-14.19977
11.1,18.68949,-7.76247,-48.35277,-24.29961,40.29936,-58.39907
11.12,18.64236,-7.80538,-48.37722,-4.79992,17.69972,-100.99839
11.14,18.59309,-7.84222,-48.44143,12.5998,-15.29976,-137.99781
11.16,18.54962,-7.88489,-48.55656,37.8994,-45.59927,-132.99789
11.18,18.51739,-7.94088,-48.7238,24.09962,-26.79957,-117.99812
11.2,18.49147,-8.00564,-48.93492,-22.69964,11.19982,-70.69887
11.22,18.45913,-8.06977,-49.17819,-42.79932,10.49983,-62.999
11.24,18.40914,-8.13185,-49.44857,-67.89892,-11.79981,-75.1988
11.26,18.33467,-8.19444,-49.74595,-66.09895,7.69988,-57.39909
11.28,18.23427,-8.25544,-50.06527,-58.99906,12.19981,-30.29952
11.3,18.11031,-8.31206,-50.39696,-51.29918,11.49982,-6.59989
11.32,17.96609,-8.3662,-50.72907,-40.79935,-10.69983,38.49939
11.34,17.80547,-8.4219,-51.04563,-30.89951,-5.79991,84.19866
11.36,17.63191,-8.47729,-51.32912,-26.59958,25.1996,122.99804
11.38,17.44451,-8.52442,-51.56511,-54.09914,37.7994,143.9977
11.4,17.23733,-8.56113,-51.74291,-62.799,3.19995,169.99729
11.42,17.00309,-8.59502,-51.85322,-90.79856,-16.19974,189.99697
11.44,16.73328,-8.62771,-51.88745,-110.99824,40.99935,209.99665
11.46,16.42337,-8.65135,-51.8408,-88.09859,24.49961,197.99684
11.48,16.07701,-8.66854,-51.71517,-76.99877,-25.69959,182.99708
11.5,15.70061,-8.67867,-51.51655,-58.19907,97.29845,164.99737
11.52,15.30012,-8.66699,-51.25204,-47.29925,49.09922,144.99768
11.54,14.881,-8.63356,-50.92965,-33.29947,21.69965,122.99804
11.56,14.44848,-8.59196,-50.55638,-19.89968,-10.89983,116.99814
11.58,14.00883,-8.55521,-50.13532,1.99997,-48.69922,119.99809
11.6,13.56969,-8.53543,-49.67134,21.09966,-61.49902,71.39886
11.62,13.13926,-8.53701,-49.17715,43.19931,-42.09933,38.49939
11.64,12.72569,-8.55662,-48.66887,61.29902,-34.89945,-8.49986
11.66,12.33635,-8.59118,-48.16336,76.69877,-37.6994,-49.89921
11.68,11.9778,-8.64127,-47.67791,93.29852,-45.19928,-93.19851
11.7,11.65625,-8.70829,-47.2294,106.9983,-41.49934,-133.99787
11.72,11.37671,-8.79227,-46.83352,112.9982,-41.49934,-165.99735
11.74,11.14235,-8.89231,-46.49267,118.99811,-36.29942,-85.09864
11.76,10.95558,-9.0073,-46.18989,124.99801,-35.59943,-45.29928
11.78,10.81898,-9.13577,-45.90486,132.99789,-27.59956,-2.79996
11.8,10.73736,-9.27603,-45.61997,158.99746,-27.19957,48.79922
11.82,10.71882,-9.42503,-45.32157,179.99713,-5.59991,39.39937
11.84,10.77256,-9.5762,-45.00962,203.99675,16.49974,6.99989
11.86,10.89748,-9.7244,-44.69631,123.99803,2.09997,-40.59935
11.88,11.072,-9.86529,-44.40063,44.1993,52.19917,-102.99836
11.9,11.26634,-9.99305,-44.14153,-13.99978,24.59961,-119.99809
11.92,11.45562,-10.11075,-43.93034,-66.59894,-0.89999,-136.99782
11.94,11.62461,-10.22702,-43.77236,-55.49912,-8.79986,-138.99779
11.96,11.76889,-10.34484,-43.6703,-69.2989,2.79996,-144.99768
11.98,11.88391,-10.46267,-43.62225,-98.39844,2.99995,-111.99822
12,11.95979,-10.57941,-43.61885,-124.99801,1.79997,-78.29876
12.02,11.98902,-10.69355,-43.64584,-117.99812,19.29969,-36.19942
12.04,11.97162,-10.80035,-43.69028,-104.99833,32.69948,-24.59961
12.06,11.91221,-10.89339,-43.74861,-91.99853,52.79916,-54.39914
12.08,11.81645,-10.96742,-43.82717,-74.29882,51.49918,-69.79889
12.1,11.68852,-11.02333,-43.93425,-80.89871,25.2996,-91.99853
12.12,11.52846,-11.06967,-44.07628,-84.99865,-6.59989,-96.59846
12.14,11.33469,-11.11542,-44.25509,-85.99863,-6.3999,-83.39867
12.16,11.10658,-11.1624,-44.46739,-86.29863,6.89989,-72.39885
12.18,10.84385,-11.20801,-44.70811,-87.29861,6.0999,-56.79909
12.2,10.54634,-11.25063,-44.97145,-86.79862,10.59983,-41.09934
12.22,10.21386,-11.29,-45.25119,-88.49859,4.99992,-25.89959
12.24,9.84962,-11.32705,-45.54051,-53.69915,2.49996,-3.69994
12.26,9.46629,-11.36275,-45.83081,5.19992,3.19995,22.59964
12.28,9.08076,-11.39807,-46.11275,21.49966,-5.29992,41.29934
12.3,8.70248,-11.43323,-46.37853,24.49961,8.79986,55.59911
12.32,8.33703,-11.46562,-46.62164,57.99908,15.29976,73.29884
12.34,7.98875,-11.49636,-46.83827,31.3995,-23.19963,61.69902
12.36,7.65489,-11.53035,-47.03154,23.59962,-1.49998,36.09942
12.38,7.33372,-11.56485,-47.20824,48.49923,20.89967,30.89951
12.4,7.03048,-11.59344,-47.37255,58.89906,18.4997,25.1996
12.42,6.7491,-11.61587,-47.52773,52.49916,3.59994,9.19985
12.44,6.48764,-11.63233,-47.67892,35.49943,33.79946,-4.59993
12.46,6.24048,-11.63898,-47.8319,19.69969,26.59958,-18.7997
12.48,6.00278,-11.63604,-47.99112,19.89968,8.79986,-20.99967
12.5,5.77594,-11.63026,-48.15878,49.19922,-15.99974,-24.49961
12.52,5.56433,-11.62678,-48.33587,34.29945,0,-25.0996
12.54,5.36736,-11.62164,-48.52308,28.79954,32.39948,-27.29956
12.56,5.18388,-11.61076,-48.72026,43.19931,-7.49988,-20.99967
12.58,5.0143,-11.59916,-48.92496,23.89962,-10.49983,-6.69989
12.6,4.85467,-11.58813,-49.13225,8.79986,22.59964,7.69988
12.62,4.69995,-11.57177,-49.33656,7.69988,18.39971,20.19968
12.64,4.54614,-11.553,-49.53473,-14.79976,-35.39944,12.4998
12.66,4.38936,-11.54154,-49.72779,-7.69988,-20.99967,4.99992
12.68,4.22934,-11.53626,-49.91883,-1.89997,15.49975,-3.09995
12.7,4.06891,-11.52753,-50.11116,7.49988,24.19962,-12.5998
12.72,3.91021,-11.51397,-50.30207,4.39993,-15.69975,41.59934
12.74,3.75166,-11.50227,-50.47884,-14.49977,-11.69981,69.99889
12.76,3.58748,-11.49556,-50.63169,-31.5995,-10.89983,56.79909
12.78,3.4131,-11.49414,-50.7605,-24.09962,-19.59969,55.89911
12.8,3.23044,-11.49998,-50.86815,-2.79996,-22.79964,42.19933
12.82,3.04661,-11.51181,-50.95841,18.19971,5.19992,32.69948
12.84,2.87038,-11.52245,-51.0358,42.59932,24.09962,20.29968
12.86,2.70886,-11.52669,-51.10447,43.8993,10.39983,12.99979
12.88,2.56548,-11.52475,-51.16717,51.19918,16.69973,12.4998
12.9,2.44137,-11.5163,-51.2251,46.59926,21.09966,8.89986
12.92,2.33647,-11.49942,-51.28107,47.89924,25.1996,-11.49982
12.94,2.24773,-11.47329,-51.33904,19.29969,20.79967,-6.79989
12.96,2.16983,-11.43758,-51.39846,22.19965,28.89954,9.69985
12.98,2.10102,-11.39549,-51.45717,27.39956,-15.09976,-6.2999
13,2.04382,-11.35519,-51.51777,39.29937,-16.79973,-16.79973
13.02,2.00225,-11.31565,-51.58653,50.3992,40.99935,-42.59932
13.04,1.98043,-11.26954,-51.66838,57.69908,0.2,-29.79952
13.06,1.98105,-11.22087,-51.76133,58.79906,-15.89975,-9.59985
13.08,2.00741,-11.17775,-51.85815,82.19869,-24.19962,9.39985
13.1,2.06403,-11.14224,-51.95004,79.69873,-11.89981,39.29937
13.12,2.15428,-11.113,-52.029,94.89849,-14.89976,40.49936
13.14,2.27492,-11.08939,-52.09381,34.49945,-14.89976,20.19968
13.16,2.41237,-11.07164,-52.14996,4.49993,-13.99978,4.99992
13.18,2.55293,-11.05821,-52.20557,-12.2998,-0.49999,-25.69959
13.2,2.68798,-11.04593,-52.2695,-34.69945,3.29995,-37.6994
13.22,2.81059,-11.03238,-52.34653,-42.59932,6.3999,-30.69951
13.24,2.91702,-11.01669,-52.43602,-41.59934,5.09992,-26.39958
13.26,3.00811,-11.00038,-52.53545,-27.49956,-10.59983,-16.79973
13.28,3.08682,-10.98903,-52.64158,-26.99957,-33.69946,-7.79988
13.3,3.1581,-10.98668,-52.75042,7.39988,-12.19981,4.49993
13.32,3.23242,-10.98939,-52.85724,42.79932,7.29988,18.09971
13.34,3.31371,-10.9872,-52.95955,-23.09963,46.39926,3.59994
13.36,3.39077,-10.97112,-53.06062,-38.69938,38.69938,-13.79978
13.38,3.45693,-10.94366,-53.1669,-8.29987,-10.29984,-28.99954
13.4,3.51893,-10.91595,-53.28516,13.89978,-15.79975,-48.79922
13.42,3.58731,-10.89417,-53.42007,44.49929,-17.49972,-40.79935
13.44,3.66623,-10.87906,-53.57033,2.69996,-16.19974,-23.89962
13.46,3.74315,-10.8709,-53.72998,-69.69889,-19.69969,-6.0999
13.48,3.79843,-10.86736,-53.89309,-79.59873,9.09986,0.49999
13.5,3.82828,-10.86071,-54.05823,-25.0996,32.49948,-15.89975
13.52,3.84379,-10.84158,-54.22904,-13.49979,50.4992,-26.39958
13.54,3.85485,-10.81287,-54.41063,7.89987,-37.8994,-39.79937
13.56,3.86498,-10.78764,-54.60563,-11.49982,-9.79984,-29.09954
13.58,3.87107,-10.76387,-54.81272,-25.0996,42.79932,-23.69962
13.6,3.86764,-10.72864,-55.02837,-33.29947,38.59938,-9.89984
13.62,3.85232,-10.68282,-55.24797,-26.89957,-14.29977,3.09995
13.64,3.82527,-10.63712,-55.46619,-30.09952,-11.39982,16.69973
13.66,3.78749,-10.59525,-55.67759,-19.99968,-1.29998,30.79951
13.68,3.74201,-10.55367,-55.87677,-6.69989,10.79983,42.99931
13.7,3.69279,-10.50937,-56.05825,-3.79994,6.69989,59.39905
13.72,3.64318,-10.46294,-56.2181,10.49983,-3.09995,53.69915
13.74,3.59822,-10.41719,-56.35943,29.59953,-7.39988,17.49972
13.76,3.56365,-10.37533,-56.49224,34.39945,-21.29966,-4.39993
13.78,3.54847,-10.34093,-56.62654,95.69847,-24.69961,-24.39961
13.8,3.56484,-10.31583,-56.77036,89.79857,-22.59964,-42.79932
13.82,3.6105,-10.29956,-56.92195,17.89971,-18.4997,31.3995
13.84,3.66508,-10.28802,-57.0664,-36.19942,11.99981,50.4992
13.86,3.70426,-10.27605,-57.19516,-99.39842,-1.29998,23.69962
13.88,3.71184,-10.26418,-57.3114,-80.69871,-10.69983,26.49958
13.9,3.68589,-10.25498,-57.42145,-74.39882,-4.09993,-15.69975
13.92,3.63157,-10.24776,-57.53532,-53.89914,-1.09998,-34.19946
13.94,3.55572,-10.24097,-57.65975,-32.99947,1.79997,-22.29964
13.96,3.46658,-10.23403,-57.79453,-12.7998,-1.19998,-25.59959
13.98,3.37187,-10.23024,-57.94044,3.09995,-31.0995,-38.59938
14,3.27796,-10.23644,-58.10015,14.79976,-36.69942,-36.09942
14.02,3.19238,-10.25758,-58.27066,50.79919,-45.09928,1.99997
14.04,3.1182,-10.29593,-58.44036,-2.19997,-45.39928,39.29937
14.06,3.04375,-10.35339,-58.59454,-48.89922,-55.39912,73.79883
14.08,2.9557,-10.42764,-58.71964,-35.79943,-11.89981,102.99836
14.1,2.84868,-10.50787,-58.80568,-69.0989,19.19969,109.99825
14.12,2.71907,-10.5855,-58.85367,-51.59918,-0.69999,56.5991
14.14,2.5685,-10.66063,-58.87671,-37.09941,6.99989,25.49959
14.16,2.40622,-10.73546,-58.89039,8.79986,-10.39983,-14.89976
14.18,2.24828,-10.81297,-58.90821,63.19899,-13.29979,-37.8994
14.2,2.11226,-10.89458,-58.93682,84.09866,-4.19993,-18.09971
14.22,2.01216,-10.97975,-58.97324,127.99796,-13.99978,-4.79992
14.24,1.95994,-11.07113,-59.00983,138.99779,-30.19952,25.0996
14.26,1.96021,-11.17211,-59.03969,118.99811,-21.69965,21.09966
14.28,2.00566,-11.28133,-59.06294,75.0988,-9.09986,-2.09997
14.3,2.08027,-11.39494,-59.08649,22.49964,-4.09993,-20.69967
14.32,2.16598,-11.50863,-59.11926,-8.79986,16.19974,-49.59921
14.34,2.2499,-11.61611,-59.17076,-22.69964,33.69946,-68.29892
14.36,2.32911,-11.71439,-59.2451,7.39988,8.19987,-42.99931
14.38,2.40933,-11.80931,-59.33626,18.09971,-16.69973,-14.69977
14.4,2.49933,-11.90889,-59.43437,54.39914,-21.59966,1.99997
14.42,2.60599,-12.01365,-59.53047,39.89937,7.89987,29.89952
14.44,2.72649,-12.1183,-59.61306,4.49993,6.69989,72.49884
14.46,2.85105,-12.22032,-59.66879,-8.19987,4.79992,92.79852
14.48,2.97255,-12.31982,-59.69808,-18.4997,8.69986,5.49991
14.5,3.08931,-12.41606,-59.72259,-1.99997,10.19984,-56.79909
14.52,3.20386,-12.50846,-59.766,0.59999,9.09986,-81.8987
14.54,3.31714,-12.59665,-59.83828,-11.69981,13.49979,-68.79891
14.56,3.42602,-12.68095,-59.93702,-20.99967,2.69996,-45.99927
14.58,3.52649,-12.76359,-60.05353,-30.29952,-2.59996,-17.79972
14.6,3.61365,-12.84534,-60.17692,-51.19918,11.29982,11.89981
14.62,3.68025,-12.92293,-60.29587,-72.69884,21.29966,37.5994
14.64,3.72139,-12.99332,-60.40007,-57.89908,17.99971,59.59905
14.66,3.74099,-13.05852,-60.48332,-26.59958,-5.69991,51.79917
14.68,3.74769,-13.12272,-60.54812,-17.79972,3.29995,20.49967
14.7,3.74854,-13.18452,-60.60297,3.99994,22.89963,5.79991
14.72,3.74938,-13.23902,-60.65875,9.79984,23.69962,-42.19933
14.74,3.75393,-13.28535,-60.72621,13.69978,11.19982,-39.09938
14.76,3.76439,-13.32844,-60.80901,22.09965,-13.89978,-33.89946
14.78,3.78499,-13.37592,-60.90743,43.6993,-27.49956,-50.0992
14.8,3.81743,-13.43049,-61.02295,9.09986,-2.19997,-37.6994
14.82,3.85056,-13.48781,-61.15403,-54.79913,4.19993,-30.99951
