t,dx,dy,dz,ax,ay,az
14.84,3.86807,-13.54263,-61.29773,-55.49912,18.5997,-27.39956
14.86,3.86655,-13.59106,-61.45351,-24.29961,22.29964,-35.79943
14.88,3.85379,-13.63105,-61.62239,-8.09987,20.99967,-32.89948
14.9,3.83946,-13.66373,-61.80303,24.9996,8.69986,-16.79973
14.92,3.8334,-13.69077,-61.98988,40.99935,17.69972,3.49994
14.94,3.83985,-13.7121,-62.17534,18.19971,12.7998,22.89963
14.96,3.85374,-13.7297,-62.34912,-2.69996,-6.0999,66.59894
14.98,3.86646,-13.74893,-62.49967,-24.29961,-17.09973,75.3988
15,3.87389,-13.77321,-62.624,-1.49998,-10.49983,43.8993
15.02,3.88103,-13.8008,-62.7296,24.69961,4.89992,23.29963
15.04,3.89777,-13.82869,-62.82613,48.19923,-2.49996,-0.69999
15.06,3.93442,-13.85763,-62.92332,78.29876,-10.69983,-29.29953
15.08,3.99776,-13.88951,-63.03129,62.19901,-5.59991,-49.39921
15.1,4.08466,-13.92475,-63.15513,33.09947,-11.89981,-31.4995
15.12,4.18423,-13.96321,-63.2924,-1.39998,-2.99995,-22.59964
15.14,4.28487,-14.00237,-63.43765,-19.49969,10.69983,-4.09993
15.16,4.37898,-14.03864,-63.58521,-24.69961,10.29984,6.89989
15.18,4.46405,-14.07192,-63.73207,-21.19966,-1.59997,-3.49994
15.2,4.5413,-14.10591,-63.88061,-10.99983,-14.39977,-17.59972
15.22,4.61471,-14.14371,-64.03463,4.99992,-7.89987,-16.99973
15.24,4.69041,-14.18207,-64.1942,24.09962,24.49961,-4.69992
15.26,4.77107,-14.21438,-64.35556,-3.39995,19.0997,7.59988
15.28,4.85128,-14.24127,-64.51244,-21.59966,-8.69986,33.49947
15.3,4.92211,-14.27039,-64.65749,-47.09925,-24.09962,42.89932
15.32,4.9777,-14.30673,-64.78742,-36.29942,-15.59975,30.89951
15.34,5.01935,-14.34981,-64.90446,-19.49969,-12.19981,23.49963
15.36,5.05327,-14.39465,-65.01291,-1.79997,22.09965,7.09989
15.38,5.08657,-14.43538,-65.11654,16.99973,8.99986,9.59985
15.4,5.12226,-14.47064,-65.21368,-7.99987,14.29977,37.7994
15.42,5.15809,-14.5002,-65.29762,0.49999,19.29969,45.89927
15.44,5.19549,-14.52251,-65.36351,22.99963,19.39969,50.0992
15.46,5.24127,-14.53888,-65.41104,37.39941,1.09998,36.59942
15.48,5.30282,-14.55384,-65.44313,60.09904,-7.69988,30.29952
15.5,5.38526,-14.57163,-65.46362,51.59918,-14.19977,17.99971
15.52,5.48834,-14.59431,-65.47513,43.19931,-12.99979,22.49964
15.54,5.60864,-14.62158,-65.47803,34.39945,-5.89991,22.39964
15.56,5.74516,-14.65126,-65.47138,50.4992,0.49999,27.29956
15.58,5.90174,-14.68218,-65.45456,65.29896,-7.69988,23.79962
15.6,6.08324,-14.71472,-65.42857,68.29892,-1.49998,15.99974
15.62,6.28663,-14.74864,-65.39594,17.19973,-3.19995,9.69985
15.64,6.49857,-14.78193,-65.35933,-16.99973,13.89978,3.59994
15.66,6.70353,-14.81179,-65.32129,-52.69916,9.49985,-3.49994
15.68,6.8896,-14.84008,-65.28372,-66.39894,-17.29972,-2.09997
15.7,7.05324,-14.87022,-65.24639,-38.69938,6.2999,4.39993
15.72,7.20025,-14.89765,-65.20645,-22.19965,31.6995,18.5997
15.74,7.3386,-14.9167,-65.15862,-3.29995,13.79978,36.39942
15.76,7.47524,-14.92828,-65.09695,11.89981,15.29976,46.19926
15.78,7.61263,-14.93437,-65.01658,-12.7998,10.29984,57.29909
15.8,7.74513,-14.93528,-64.91298,-35.09944,15.69975,70.69887
15.82,7.86416,-14.93034,-64.78332,-51.39918,16.49974,60.99903
15.84,7.96604,-14.91982,-64.63182,-33.49947,6.99989,24.8996
15.86,8.05387,-14.90588,-64.4684,-21.79965,3.49994,7.49988
15.88,8.13386,-14.8922,-64.30034,-1.19998,-16.79973,5.69991
15.9,8.21283,-14.88314,-64.1298,14.19977,-16.29974,4.99992
15.92,8.2952,-14.8808,-63.95697,6.99989,-17.89971,6.3999
15.94,8.37973,-14.88255,-63.78244,-6.2999,10.89983,-1.69997
15.96,8.46249,-14.88183,-63.61054,-11.99981,20.59967,-30.19952
15.98,8.53898,-14.87465,-63.45026,-32.19949,12.2998,-54.79913
16,8.60435,-14.86436,-63.30876,-34.59945,-14.19977,-48.99922
16.02,8.65865,-14.85663,-63.18717,-9.09986,-9.79984,-47.09925
16.04,8.70838,-14.85273,-63.0832,7.29988,-4.69992,-33.79946
16.06,8.76174,-14.85201,-62.99284,30.89951,-12.6998,-22.29964
16.08,8.8267,-14.85647,-62.91099,47.19925,-21.89965,-7.59988
16.1,8.9102,-14.86819,-62.83244,60.29904,-16.39974,3.69994
16.12,9.01622,-14.88508,-62.75195,57.59908,2.89995,18.6997
16.14,9.14308,-14.9018,-62.66438,32.99947,11.99981,28.89954
16.16,9.28154,-14.91372,-62.56491,-7.29988,20.99967,41.59934
16.18,9.41405,-14.91896,-62.44921,-77.69876,12.5998,49.39921
16.2,9.5242,-14.92001,-62.31302,-60.79903,-4.49993,63.59898
16.22,9.61001,-14.92147,-62.15424,-43.7993,-7.89987,48.49923
16.24,9.67888,-14.92677,-61.97692,-20.89967,-18.29971,23.99962
16.26,9.73948,-14.93702,-61.78924,3.09995,-5.19992,6.1999
16.28,9.80208,-14.94961,-61.60004,34.99944,5.09992,-22.09965
16.3,9.87491,-14.96252,-61.41704,29.29953,-8.39987,-24.7996
16.32,9.95829,-14.97857,-61.2401,12.09981,-19.89968,10.19984
16.34,10.05038,-15.00127,-61.06421,33.79946,-18.4997,-6.89989
16.36,10.15359,-15.0292,-60.89022,31.6995,4.49993,-16.29974
16.38,10.26904,-15.05693,-60.72302,25.3996,11.19982,-29.19954
16.4,10.39478,-15.08284,-60.56762,20.59967,-8.89986,-44.1993
16.42,10.52914,-15.11145,-60.42925,19.79968,-20.49967,-53.49915
16.44,10.67124,-15.14536,-60.30963,17.39972,-3.39995,-37.19941
16.46,10.81899,-15.17858,-60.2045,2.09997,34.09945,-17.89971
16.48,10.96744,-15.20084,-60.10604,-14.39977,44.49929,5.49991
16.5,11.10977,-15.21019,-60.00466,-34.29945,5.89991,35.29944
16.52,11.2404,-15.21447,-59.89143,-33.89946,-5.79991,41.49934
16.54,11.35934,-15.2192,-59.76297,-14.49977,0.89999,33.09947
16.56,11.47169,-15.22525,-59.62062,-2.79996,-9.29985,30.39952
16.58,11.58372,-15.23462,-59.46689,16.99973,-15.69975,18.9997
16.6,11.69788,-15.2502,-59.30502,-9.59985,-21.59966,12.19981
16.62,11.80926,-15.2734,-59.13858,-25.49959,-17.49972,1.49998
16.64,11.91176,-15.30282,-58.97103,-27.89956,-5.79991,-4.99992
16.66,12.00224,-15.3341,-58.80631,-38.79938,10.29984,-20.69967
16.68,12.07973,-15.36609,-58.64913,-24.19962,-22.09965,-29.79952
16.7,12.14633,-15.40404,-58.50348,-21.49966,-25.89959,-35.89943
16.72,12.20437,-15.45155,-58.3723,-18.19971,-21.89965,-43.8993
16.74,12.25486,-15.50779,-58.25823,-17.39972,-17.69972,-48.29923
16.76,12.29965,-15.57045,-58.16261,-3.79994,-7.19989,-44.79929
16.78,12.34165,-15.63266,-58.08491,-2.69996,36.39942,-42.19933
16.8,12.38086,-15.684,-58.02382,-18.4997,42.99931,-37.6994
16.82,12.41485,-15.71995,-57.97767,-12.2998,31.1995,-32.69948
16.84,12.44539,-15.74473,-57.94446,8.69986,6.1999,-27.19957
16.86,12.47984,-15.76512,-57.92213,34.29945,0,-22.49964
16.88,12.52895,-15.78546,-57.90859,69.49889,-5.79991,-16.49974
16.9,12.60448,-15.80833,-57.90176,90.99855,-13.89978,-12.4998
16.92,12.71366,-15.83443,-57.90014,85.29864,0.99998,-11.49982
16.94,12.85658,-15.8596,-57.90321,75.99879,21.09966,-12.19981
16.96,13.02835,-15.88152,-57.91091,51.29918,-10.89983,-11.29982
16.98,13.21981,-15.90387,-57.92319,18.5997,-3.79994,-11.79981
17,13.42026,-15.92857,-57.9389,1.49998,-5.19992,-0.3
17.02,13.62094,-15.9565,-57.95495,-18.9997,-18.29971,8.19987
17.04,13.81645,-15.9874,-57.96673,-15.09976,11.89981,25.69959
17.06,14.00628,-16.01716,-57.9688,-7.29988,5.69991,36.69942
17.08,14.19334,-16.04709,-57.95563,2.09997,-25.1996,52.39917
17.1,14.38136,-16.08227,-57.92934,12.89979,-7.89987,-11.09982
17.12,14.57429,-16.12065,-57.903,21.49966,8.69986,-30.59951
17.14,14.77304,-16.15478,-57.88645,2.39996,32.79948,-26.49958
17.16,14.97316,-16.17911,-57.8814,-12.3998,23.59962,-32.09949
17.18,15.16773,-16.19722,-57.88691,-32.89948,-18.09971,-15.89975
17.2,15.34927,-16.21587,-57.89923,-51.89917,7.09989,-4.99992
17.22,15.51004,-16.23247,-57.91318,-70.79888,24.09962,8.79986
17.24,15.64565,-16.24367,-57.92562,-57.89908,-1.39998,1.59997
17.26,15.75797,-16.25479,-57.93721,-46.19926,-20.69967,-4.39993
17.28,15.85216,-16.27173,-57.95097,-30.69951,-15.69975,-15.29976
17.3,15.93412,-16.29344,-57.97045,-14.49977,4.29993,-22.99963
17.32,16.01001,-16.31507,-57.99774,-0.89999,7.69988,-17.79972
17.34,16.08244,-16.33374,-58.03233,-17.99971,9.69985,-15.09976
17.36,16.14799,-16.34917,-58.07254,-31.79949,5.09992,-9.09986
17.38,16.20071,-16.36282,-58.11637,-46.49926,-2.29996,-3.79994
17.4,16.23701,-16.37633,-58.16153,-39.09938,0.69999,2.59996
17.42,16.25738,-16.3898,-58.20589,-34.49945,1.09998,5.69991
17.44,16.26376,-16.40303,-58.24881,-31.5995,-0.69999,-0.39999
17.46,16.256,-16.41682,-58.29173,-43.49931,-5.49991,-5.79991
17.48,16.23145,-16.4327,-58.33699,-49.09922,-9.29985,-12.19981
17.5,16.18796,-16.45193,-58.38588,-47.49924,-9.69985,-6.99989
17.52,16.12584,-16.47449,-58.43509,-41.99933,-4.79992,22.09965
17.54,16.04695,-16.49948,-58.4759,-36.09942,-5.09992,45.99927
17.56,15.95384,-16.52806,-58.49717,-27.69956,-21.19966,80.49872
17.58,15.84899,-16.5642,-58.48934,-25.79959,-28.19955,83.09867
17.6,15.73479,-16.6097,-58.45214,-13.89978,-16.29974,46.19926
17.62,15.61454,-16.65924,-58.39502,-6.79989,20.29968,22.79964
17.64,15.49658,-16.7062,-58.32955,50.69919,1.19998,-9.09986
17.66,15.39529,-16.75116,-58.26698,72.19885,-2.79996,-34.49945
17.68,15.32227,-16.79537,-58.21805,87.7986,11.69981,-59.09906
17.7,15.28182,-16.83481,-58.19209,78.19875,26.89957,-77.89876
17.72,15.27343,-16.8671,-58.19606,76.49878,5.79991,-85.29864
17.74,15.29253,-16.89627,-58.2322,43.8993,-7.49988,-73.99882
17.76,15.32883,-16.92671,-58.29804,7.99987,-3.69994,-64.59897
17.78,15.37124,-16.95861,-58.39042,1.29998,0.1,-62.999
17.8,15.41343,-16.99047,-58.50754,-12.5998,3.69994,-57.69908
17.82,15.45306,-17.02054,-58.64632,-1.49998,10.19984,-38.99938
17.84,15.49141,-17.04769,-58.80106,2.99995,4.89992,-24.7996
17.86,15.53123,-17.07211,-58.96583,10.39983,7.09989,-12.4998
17.88,15.57445,-17.09462,-59.13733,10.39983,-0.1,-18.39971
17.9,15.6227,-17.11755,-59.31501,19.29969,-11.39982,-13.39979
17.92,15.67788,-17.14236,-59.49741,20.49967,3.99994,-2.79996
17.94,15.73981,-17.16589,-59.67976,7.39988,15.89975,18.6997
17.96,15.80469,-17.1868,-59.85688,-5.59991,-9.69985,16.79973
17.98,15.86845,-17.21022,-60.02831,-7.19989,-21.89965,3.69994
18,15.9309,-17.23848,-60.19793,6.99989,4.99992,-6.89989
18.02,15.99506,-17.2675,-60.36929,10.59983,4.09993,-8.09987
18.04,16.0635,-17.29568,-60.54278,14.69977,-5.09992,0.79999
18.06,16.13582,-17.32485,-60.71648,-0.89999,-3.89994,3.69994
18.08,16.20782,-17.35393,-60.88808,-15.89975,13.59978,11.89981
18.1,16.27467,-17.3802,-61.05509,-18.6997,4.59993,17.49972
18.12,16.3361,-17.40537,-61.21488,-0.69999,-11.99981,24.49961
18.14,16.39704,-17.43164,-61.3649,15.49975,8.19987,30.29952
18.16,16.46205,-17.45578,-61.50266,10.49983,16.69973,36.69942
18.18,16.52954,-17.47491,-61.62581,-11.49982,8.29987,41.49934
18.2,16.59274,-17.49086,-61.73301,-30.19952,-1.69997,38.99938
18.22,16.64563,-17.50667,-61.82456,-30.89951,-3.59994,36.09942
18.24,16.68836,-17.52547,-61.90157,-9.49985,-21.29966,33.39947
18.26,16.7255,-17.55137,-61.9656,-5.79991,-24.9996,25.99959
18.28,16.76056,-17.58189,-62.0196,0.39999,24.9996,14.09978
18.3,16.79529,-17.60652,-62.06788,1.99997,33.59946,2.19997
18.32,16.83094,-17.61975,-62.11523,4.99992,21.69965,-10.19984
18.34,16.86834,-17.62381,-62.16621,5.69991,14.39977,-18.7997
18.36,16.90833,-17.6221,-62.2226,9.69985,7.09989,-7.29988
18.38,16.95216,-17.61642,-62.28167,13.39979,10.89983,5.79991
18.4,17.00138,-17.60701,-62.3374,17.69972,8.09987,28.29955
18.42,17.05765,-17.59452,-62.38379,21.79965,3.59994,30.09952
18.44,17.12263,-17.58085,-62.41977,26.09958,-3.69994,14.79976
18.46,17.19801,-17.56812,-62.44936,30.19952,-5.79991,3.29995
18.48,17.28549,-17.55801,-62.47846,34.59945,-11.09982,-17.29972
18.5,17.38675,-17.55254,-62.51303,38.59938,-18.5997,-24.29961
18.52,17.5039,-17.55395,-62.55636,47.39925,-20.69967,-22.59964
18.54,17.63831,-17.56328,-62.60862,39.29937,-19.39969,-20.59967
18.56,17.78767,-17.5807,-62.66864,23.79962,-21.59966,-14.59977
18.58,17.94686,-17.60433,-62.7336,11.49982,0.39999,-0.49999
18.6,18.10992,-17.62758,-62.79869,-7.89987,24.29961,13.39979
18.62,18.27129,-17.64767,-62.85831,-12.3998,-17.59972,27.59956
18.64,18.4299,-17.66992,-62.90668,5.39991,-10.79983,43.09931
18.66,18.58861,-17.69668,-62.93874,2.69996,-6.1999,48.39923
18.68,18.74588,-17.72403,-62.95126,-24.9996,17.09973,54.59913
18.7,18.89274,-17.74675,-62.94218,-56.5991,18.19971,57.59908
18.72,19.01946,-17.76744,-62.90964,-62.999,-33.39947,63.99898
18.74,19.122,-17.79485,-62.85342,-59.09906,-18.8997,50.2992
18.76,19.20226,-17.82804,-62.77835,-41.29934,13.29979,22.99963
18.78,19.26765,-17.85988,-62.69349,-6.79989,5.59991,0.79999
18.8,19.33026,-17.88905,-62.60889,27.19957,1.89997,-27.99955
18.82,19.40037,-17.91754,-62.53504,27.69956,-2.69996,-53.29915
18.84,19.47852,-17.94407,-62.48271,-2.09997,22.89963,-81.29871
18.86,19.55839,-17.96257,-62.46129,-5.9999,36.99941,-94.0985
18.88,19.63574,-17.96921,-62.47434,-10.99983,21.49966,-76.09879
18.9,19.70805,-17.96737,-62.51823,-22.09965,4.59993,-62.899
18.92,19.77067,-17.96289,-62.58584,-41.59934,-4.49993,-36.19942
18.94,19.81755,-17.95836,-62.6676,-51.89917,4.79992,-7.09989
18.96,19.84765,-17.95228,-62.75376,-22.19965,10.09984,5.59991
18.98,19.8684,-17.94258,-62.83903,2.99995,10.99983,3.99994
19,19.8883,-17.92906,-62.92216,7.89987,5.9999,6.89989
19.02,19.91145,-17.91309,-63.00287,13.89978,1.19998,5.49991
19.04,19.93986,-17.89914,-63.081,17.09973,-28.79954,7.09989
19.06,19.97559,-17.89329,-63.15788,25.2996,-24.69961,-7.99987
19.08,20.0213,-17.89594,-63.23646,32.29948,-6.99989,-9.09986
19.1,20.07989,-17.90137,-63.31862,39.09938,10.59983,-10.29984
19.12,20.15116,-17.90438,-63.40624,16.39974,9.89984,-25.79959
19.14,20.22823,-17.90386,-63.5036,-13.59978,4.69992,-36.39942
19.16,20.30097,-17.90083,-63.61555,-32.29948,5.49991,-48.09923
19.18,20.36297,-17.89598,-63.74611,-29.09954,2.39996,-54.39914
19.2,20.41302,-17.88916,-63.89545,-28.69954,9.19985,-31.6995
19.22,20.45137,-17.87842,-64.05742,-30.39952,18.19971,-9.39985
19.24,20.47735,-17.8622,-64.2243,-33.89946,8.99986,0.49999
19.26,20.49105,-17.84297,-64.39256,-24.49961,-6.2999,-6.1999
19.28,20.49568,-17.8255,-64.563,-7.59988,-14.19977,-10.69983
19.3,20.49757,-17.81032,-64.73824,12.4998,11.69981,-21.29966
19.32,20.50494,-17.79352,-64.9193,37.5994,6.69989,-5.69991
19.34,20.52507,-17.77629,-65.10297,40.19936,-20.99967,5.69991
19.36,20.55944,-17.76581,-65.28398,24.49961,-32.29948,19.99968
19.38,20.60427,-17.76519,-65.45723,15.59975,-13.29979,31.0995
19.4,20.65425,-17.7695,-65.61775,-3.99994,9.39985,44.1993
19.42,20.70344,-17.77176,-65.76174,-15.29976,14.89976,44.99928
19.44,20.74627,-17.76931,-65.8872,-28.89954,7.59988,50.2992
19.46,20.7786,-17.76273,-65.99265,-31.5995,11.09982,53.59914
19.48,20.80059,-17.75219,-66.07766,-11.09982,9.59985,45.99927
19.5,20.81812,-17.73771,-66.14465,9.39985,8.79986,33.79946
19.52,20.83976,-17.71942,-66.19788,33.49947,10.79983,23.19963
19.54,20.87477,-17.69661,-66.24219,57.59908,14.59977,8.09987
19.56,20.92888,-17.67009,-66.28301,42.39933,-3.09995,-5.39991
19.58,20.99863,-17.64396,-66.32604,14.29977,-12.4998,-20.19968
19.6,21.0754,-17.62006,-66.37674,-0.69999,5.59991,-31.79949
19.62,21.15208,-17.59623,-66.44022,-13.49979,0.39999,-44.79929
19.64,21.22328,-17.57246,-66.52142,-26.99957,-7.19989,-56.6991
19.66,21.28429,-17.54983,-66.62488,-34.09945,2.39996,-65.19896
19.68,21.3322,-17.52663,-66.7522,-35.69943,7.99987,-52.39917
19.7,21.36558,-17.50029,-66.90058,-39.59937,12.6998,-41.39934
19.72,21.38343,-17.4704,-67.0649,-40.19936,1.89997,-25.0996
19.74,21.38438,-17.43946,-67.23917,-48.79922,-6.0999,-8.69986
19.76,21.36673,-17.40881,-67.41653,-47.99923,7.09989,10.69983
19.78,21.33052,-17.37626,-67.58954,-40.59935,10.79983,29.89952
19.8,21.2773,-17.34068,-67.7506,-40.69935,1.29998,48.19923
19.82,21.20836,-17.3033,-67.89224,-35.09944,4.49993,67.09893
19.84,21.12643,-17.26317,-68.0084,-18.6997,16.89973,71.49886
19.86,21.03667,-17.21721,-68.09857,-5.69991,19.89968,48.89922
19.88,20.94431,-17.16454,-68.16802,4.39993,10.19984,37.09941
19.9,20.85206,-17.10762,-68.22343,-1.89997,1.99997,16.49974
19.92,20.75912,-17.04896,-68.27223,-7.19989,2.99995,-4.89992
19.94,20.66285,-16.98889,-68.3228,-16.89973,5.89991,-25.1996
19.96,20.56131,-16.92656,-68.38412,-11.49982,7.59988,-53.09915
19.98,20.45702,-16.86145,-68.46501,12.5998,6.4999,-65.19896
20,20.35765,-16.793,-68.56849,35.79943,12.5998,-43.19931
20.02,20.27323,-16.72092,-68.69012,65.39896,4.39993,-30.79951
20.04,20.21261,-16.64714,-68.82309,71.59886,-4.49993,-9.39985
20.06,20.18045,-16.5743,-68.96042,76.19878,-5.09992,5.09992
20.08,20.17806,-16.50353,-69.09517,73.89882,-6.1999,24.19962
20.1,20.20433,-16.43553,-69.22057,62.799,-10.29984,39.09938
20.12,20.25537,-16.37118,-69.33014,48.39923,-9.99984,55.09912
20.14,20.32499,-16.31084,-69.42057,26.39958,-9.89984,41.19934
20.16,20.40427,-16.25383,-69.49455,-4.39993,-3.79994,26.19958
20.18,20.48241,-16.1983,-69.5585,-28.79954,2.59996,5.79991
20.2,20.55049,-16.14191,-69.61995,-38.39939,6.89989,-13.59978
20.22,20.60307,-16.08305,-69.68632,-49.19922,8.19987,-28.69954
20.24,20.63767,-16.02122,-69.76288,-42.79932,6.1999,-31.6995
20.26,20.65462,-15.95691,-69.85113,-41.59934,3.99994,-25.69959
20.28,20.65618,-15.89124,-69.94907,-27.59956,-0.79999,-14.59977
20.3,20.64753,-15.82481,-70.05248,-5.19992,4.99992,-0.69999
20.32,20.63742,-15.75619,-70.15565,23.69962,12.4998,17.49972
20.34,20.63578,-15.68393,-70.25133,42.59932,6.1999,39.79937
20.36,20.65104,-15.60931,-70.33157,60.39904,-1.49998,56.4991
20.38,20.68715,-15.53604,-70.38922,45.19928,-16.89973,72.19885
20.4,20.74116,-15.46827,-70.41857,28.39955,-19.89968,81.1987
20.42,20.8066,-15.40861,-70.41654,12.5998,-24.49961,78.39875
20.44,20.87685,-15.358,-70.3822,-5.39991,-21.89965,84.29866
20.46,20.94451,-15.31661,-70.31627,-27.49956,-24.09962,67.99892
20.48,21.00188,-15.28501,-70.22312,-42.29933,-27.89956,51.09918
20.5,21.04627,-15.26351,-70.10946,-17.49972,-21.39966,33.99946
20.52,21.08292,-15.2496,-69.98234,0.1,-5.29992,14.69977
20.54,21.12036,-15.23769,-69.84912,25.3996,11.69981,-3.29995
20.56,21.16768,-15.22451,-69.71729,48.09923,-5.49991,-22.79964
20.58,21.23355,-15.21152,-69.59436,64.09898,-2.89995,-40.99935
20.6,21.32257,-15.19971,-69.48762,55.39912,-0.59999,-57.99908
20.62,21.43319,-15.1876,-69.40036,41.29934,6.89989,-38.59938
20.64,21.55943,-15.17392,-69.33107,18.39971,2.19997,-45.29928
20.66,21.69298,-15.15999,-69.28032,-4.79992,-8.89986,-57.09909
20.68,21.82437,-15.14767,-69.25211,-30.29952,-0.69999,-66.79894
20.7,21.94388,-15.13556,-69.25079,-53.09915,7.99987,-78.99874
20.72,22.04264,-15.12221,-69.28134,-70.79888,-3.09995,-94.79849
20.74,22.11264,-15.10944,-69.34779,-92.79852,-7.79988,-91.19854
20.76,22.14835,-15.10111,-69.44821,-86.29863,-25.89959,-63.39899
20.78,22.15118,-15.09994,-69.57296,-63.09899,-12.19981,-26.19958
20.8,22.12899,-15.10445,-69.70682,-37.5994,-6.69989,23.89962
20.82,22.09382,-15.11284,-69.82997,8.69986,-13.29979,84.69865
20.84,22.0597,-15.12595,-69.92457,30.89951,-14.19977,91.29855
20.86,22.0385,-15.14435,-69.985,58.89906,-11.39982,73.49883
20.88,22.03829,-15.16737,-70.01537,61.39902,-9.29985,61.49902
20.9,22.06008,-15.1932,-70.02238,38.49939,1.59997,36.29942
20.92,22.0992,-15.21986,-70.01438,35.09944,-2.29996,15.09976
20.94,22.15228,-15.24643,-70.00082,31.0995,3.59994,-11.79981
20.96,22.21753,-15.27175,-69.99122,24.59961,7.49988,-31.89949
20.98,22.29098,-15.29544,-69.99127,1.89997,-2.59996,-21.69965
21,22.36528,-15.32062,-70.00042,-19.79968,-17.29972,-16.59974
21.02,22.4342,-15.35033,-70.01548,-15.79975,-8.29987,-5.09992
21.04,22.49781,-15.38306,-70.034,-1.49998,3.39995,-8.59986
21.06,22.56052,-15.41525,-70.05566,9.89984,6.79989,-9.89984
21.08,22.62789,-15.44372,-70.0817,28.59954,19.99968,-16.39974
21.1,22.70604,-15.46721,-70.11222,40.79935,2.79996,-2.79996
21.12,22.80081,-15.48866,-70.14309,56.2991,-5.39991,17.59972
21.14,22.91622,-15.51201,-70.16677,53.09915,-11.19982,38.59938
21.16,23.05099,-15.53847,-70.17626,31.3995,-3.49994,46.29926
21.18,23.19899,-15.56719,-70.16892,16.49974,-4.49993,36.19942
21.2,23.35316,-15.59751,-70.14679,-2.39996,-3.79994,28.39955
21.22,23.5066,-15.62956,-70.11367,-18.8997,-5.39991,15.99974
21.24,23.65324,-15.66375,-70.07428,-27.59956,-6.99989,1.49998
21.26,23.78873,-15.70069,-70.03435,-37.09941,-8.19987,-14.49977
21.28,23.90953,-15.73936,-70.00009,-44.99928,5.79991,-29.99952
21.3,24.01226,-15.7758,-69.97785,-53.39915,18.7997,-46.59926
21.32,24.09496,-15.80641,-69.97363,-48.29923,14.59977,-57.79908
21.34,24.15885,-15.83169,-69.99057,-37.8994,5.19992,-50.2992
21.36,24.20736,-15.8534,-70.02779,-29.59953,10.39983,-45.29928
21.38,24.24417,-15.87052,-70.08269,-19.59969,19.79968,-36.69942
21.4,24.27224,-15.88109,-70.15211,-18.39971,15.29976,-27.29956
21.42,24.29307,-15.88641,-70.23274,-15.89975,1.89997,-21.79965
21.44,24.30766,-15.89065,-70.32384,-11.89981,-8.49986,-34.49945
21.46,24.31774,-15.89682,-70.42759,-5.29992,-4.49993,-36.59942
21.48,24.32556,-15.90535,-70.54675,0.2,-6.1999,-47.29925
21.5,24.33347,-15.91672,-70.68386,5.89991,-11.59982,-49.09922
21.52,24.34233,-15.93198,-70.83842,-2.29996,-9.79984,-29.89952
21.54,24.35017,-15.95128,-71.0049,-11.19982,-9.39985,-11.19982
21.56,24.35348,-15.97366,-71.17572,-20.49967,-2.39996,8.09987
21.58,24.34833,-15.9971,-71.34288,-32.19949,3.39995,30.79951
21.6,24.33079,-16.01998,-71.50086,-38.79938,0.99998,21.19966
21.62,24.29884,-16.04135,-71.65119,-34.09945,9.59985,2.49996
21.64,24.2533,-16.05877,-71.80019,-28.69954,18.9997,-13.79978
21.66,24.19531,-16.07066,-71.95541,-32.79948,7.59988,-37.99939
21.68,24.1238,-16.07825,-72.12412,-40.69935,8.49986,-45.89927
21.7,24.03599,-16.08328,-72.30912,-48.69922,0.89999,-33.89946
21.72,23.92871,-16.08708,-72.50785,-56.2991,1.69997,-24.49961
21.74,23.79885,-16.09041,-72.71557,-64.39898,0.3,-7.89987
21.76,23.6449,-16.09399,-72.9265,-55.49912,-4.99992,7.39988
21.78,23.46894,-16.09948,-73.13441,-44.59929,-9.59985,22.39964
21.8,23.27841,-16.10818,-73.33364,-0.79999,-8.09987,33.79946
21.82,23.08576,-16.11963,-73.51965,25.2996,-1.99997,41.29934
21.84,22.90219,-16.13211,-73.6911,41.09934,1.69997,28.39955
21.86,22.73579,-16.14484,-73.84995,64.39898,-4.09993,26.99957
21.88,22.59215,-16.15915,-73.99859,57.89908,-9.49985,18.8997
21.9,22.47125,-16.17736,-74.13933,47.39925,-15.99974,13.29979
21.92,22.36944,-16.20086,-74.27477,38.39939,-11.69981,6.69989
21.94,22.28388,-16.22952,-74.40743,38.49939,-12.3998,0.2
21.96,22.21324,-16.26304,-74.54024,33.99946,-12.2998,-9.39985
21.98,22.1568,-16.29993,-74.67661,35.69943,3.09995,-17.89971
22,22.11096,-16.3355,-74.82017,0.79999,19.19969,-27.49956
22.02,22.06629,-16.36488,-74.97451,-25.3996,20.09968,-35.79943
22.04,22.012,-16.38753,-75.14146,-45.99927,7.79988,-27.79956
22.06,21.94124,-16.4065,-75.31909,-47.09925,0.79999,-16.29974
22.08,21.85423,-16.42403,-75.50321,-22.19965,4.89992,-5.39991
22.1,21.75739,-16.43935,-75.68901,-6.4999,11.19982,9.49985
22.12,21.65865,-16.45123,-75.87171,16.39974,6.99989,16.59974
22.14,21.56608,-16.46066,-76.04804,35.49943,-0.89999,20.09968
22.16,21.48726,-16.47026,-76.21558,50.3992,-7.09989,30.19952
22.18,21.42577,-16.48154,-76.37129,37.09941,-1.89997,36.99941
22.2,21.37951,-16.49497,-76.51195,27.99955,-10.79983,45.39928
22.22,21.34413,-16.51248,-76.63621,15.79975,-17.59972,35.39944
22.24,21.3151,-16.53525,-76.7466,4.09993,-6.69989,21.69965
22.26,21.28817,-16.56011,-76.84829,-2.69996,9.99984,7.29988
22.28,21.26131,-16.58156,-76.94692,2.09997,20.49967,-6.59989
