t,dx,dy,dz,ax,az
4.95,4.192,-1.0652,0.4482,-1.93,369.59
4.96,3.9052,-1.0565,-0.093,24.23,430.98
4.97,3.6211,-1.052,-0.5914,59.78,478.33
4.98,3.3431,-1.0509,-1.0423,100.46,508.42
4.99,3.0751,-1.0525,-1.4428,140.39,519.0
5.0,2.821,-1.0561,-1.7918,173.09,509.99
5.01,2.5839,-1.0613,-2.09,193.75,484.88
5.02,2.3658,-1.0684,-2.34,200.35,450.58
5.03,2.1674,-1.0781,-2.5448,193.37,416.21
5.04,1.9881,-1.0908,-2.7076,175.63,391.04
5.05,1.8262,-1.1059,-2.8309,152.01,381.08
5.06,1.6795,-1.1227,-2.9156,128.2,386.62
5.07,1.5457,-1.1408,-2.9613,109.33,403.34
5.08,1.4231,-1.1596,-2.9665,99.02,424.03
5.09,1.3106,-1.1783,-2.9293,98.18,439.86
5.1,1.2081,-1.1958,-2.8483,104.5,443.0
5.11,1.1161,-1.2116,-2.7234,113.62,429.08
5.12,1.0354,-1.2257,-2.5559,120.77,397.45
5.13,0.9666,-1.2389,-2.349,121.98,350.96
5.14,0.9099,-1.2524,-2.1071,115.29,296.16
5.15,0.8645,-1.2677,-1.8355,101.29,241.96
5.16,0.829,-1.2855,-1.5394,82.19,196.63
5.17,0.8017,-1.3058,-1.2232,60.43,165.38
5.18,0.7805,-1.3287,-0.89,38.29,148.95
5.19,0.7631,-1.3546,-0.5415,17.95,142.97
5.2,0.7476,-1.3841,-0.1787,1.0,139.8
5.21,0.7323,-1.4169,0.1982,-11.39,131.97
5.22,0.7159,-1.4525,0.588,-17.84,113.91
5.23,0.698,-1.4904,0.989,-17.32,82.99
5.24,0.6785,-1.5313,1.3981,-10.07,40.38
5.25,0.6581,-1.5762,1.8111,2.98,-9.96
5.26,0.6381,-1.6261,2.2232,20.66,-62.76
5.27,0.6202,-1.6811,2.6291,40.49,-112.51
5.28,0.6063,-1.7397,3.024,58.74,-155.14
5.29,0.5982,-1.7995,3.4037,71.96,-189.78
5.3,0.597,-1.8578,3.7647,77.21,-218.62
5.31,0.6033,-1.9118,4.1039,72.36,-245.41
5.32,0.6166,-1.9596,4.4186,58.01,-273.54
5.33,0.6355,-2.0004,4.706,37.61,-304.04
5.34,0.6581,-2.0343,4.963,16.35,-335.09
5.35,0.6825,-2.0623,5.1867,0.55,-362.76
5.36,0.7072,-2.086,5.3744,-4.43,-382.37
5.37,0.7317,-2.1073,5.5242,3.05,-390.68
5.38,0.7568,-2.1276,5.6353,20.76,-387.92
5.39,0.7841,-2.1483,5.7079,44.09,-377.87
5.4,0.8157,-2.1696,5.7428,67.14,-366.11
5.41,0.8539,-2.1908,5.7411,84.1,-357.57
5.42,0.9003,-2.2099,5.7036,91.02,-354.52
5.43,0.9554,-2.2254,5.6306,86.39,-356.07
5.44,1.0189,-2.2366,5.522,70.97,-359.71
5.45,1.0892,-2.2439,5.3775,47.23,-362.57
5.46,1.1641,-2.2476,5.1969,18.1,-361.58
5.47,1.2408,-2.248,4.9805,-13.72,-353.47
5.48,1.316,-2.2451,4.729,-45.7,-335.34
5.49,1.3867,-2.2373,4.4443,-75.6,-306.15
5.5,1.4499,-2.2231,4.1293,-101.09,-267.8
5.51,1.5032,-2.2013,3.7878,-119.83,-224.53
5.52,1.5446,-2.1717,3.4238,-130.69,-182.16
5.53,1.5731,-2.1346,3.0415,-134.88,-146.6
5.54,1.5882,-2.0907,2.6444,-135.59,-120.82
5.55,1.5896,-2.0401,2.2351,-137.17,-103.9
5.56,1.5772,-1.9832,1.8152,-144.12,-93.21
5.57,1.5502,-1.9202,1.3861,-159.16,-85.65
5.58,1.507,-1.852,0.9485,-181.26,-77.97
5.59,1.4456,-1.781,0.5032,-206.34,-68.31
5.6,1.3636,-1.7103,0.0512,-229.35,-56.45
5.61,1.2588,-1.6435,-0.4064,-245.71,-42.3
5.62,1.1296,-1.5832,-0.868,-252.27,-25.44
5.63,0.9754,-1.5306,-1.332,-248.01,-5.74
5.64,0.7967,-1.4856,-1.7965,-234.01,17.01
5.65,0.5946,-1.4464,-2.2591,-213.3,43.16
5.66,0.3713,-1.4099,-2.7172,-189.86,72.41
5.67,0.129,-1.3722,-3.1679,-166.92,104.05
5.68,-0.1301,-1.3298,-3.6082,-146.09,137.67
5.69,-0.404,-1.2803,-4.0346,-127.98,171.86
5.7,-0.6907,-1.2231,-4.4437,-112.44,203.83
5.71,-0.9888,-1.1588,-4.8326,-98.56,231.36
5.72,-1.2968,-1.0887,-5.1984,-85.28,253.65
5.73,-1.6133,-1.0147,-5.5388,-72.13,271.09
5.74,-1.9371,-0.9388,-5.8522,-59.02,285.75
5.75,-2.2668,-0.8632,-6.1369,-46.36,300.86
5.76,-2.6013,-0.789,-6.3913,-34.83,319.46
5.77,-2.9393,-0.7163,-6.6136,-24.45,343.87
5.78,-3.2797,-0.6447,-6.8013,-14.44,374.77
5.79,-3.6217,-0.5736,-6.9513,-4.47,410.12
5.8,-3.9642,-0.5027,-7.0603,5.28,445.43
5.81,-4.3062,-0.4319,-7.1248,15.05,475.02
5.82,-4.6467,-0.3618,-7.142,25.59,493.63
5.83,-4.9846,-0.2948,-7.1101,37.96,497.93
5.84,-5.3187,-0.234,-7.0287,53.42,488.04
5.85,-5.6474,-0.1827,-6.8987,73.0,468.25
5.86,-5.9688,-0.1432,-6.7219,97.3,445.36
5.87,-6.2803,-0.1171,-6.5005,126.4,425.18
5.88,-6.5791,-0.1047,-6.2363,159.8,410.61
5.89,-6.8619,-0.1056,-5.9308,196.52,401.6
5.9,-7.1251,-0.1175,-5.585,234.87,395.45
5.91,-7.3648,-0.1378,-5.1997,272.12,387.48
5.92,-7.5775,-0.1638,-4.7758,304.97,372.48
5.93,-7.7599,-0.1935,-4.3148,330.57,346.52
5.94,-7.9096,-0.226,-3.8194,347.77,308.05
5.95,-8.0247,-0.2618,-3.2934,357.41,257.98
5.96,-8.1042,-0.302,-2.7418,361.36,200.24
5.97,-8.1477,-0.3483,-2.1701,361.6,141.64
5.98,-8.1552,-0.4017,-1.584,360.02,89.69
5.99,-8.1268,-0.4623,-0.9886,357.86,49.49
6.0,-8.0626,-0.5294,-0.3878,355.3,22.41
6.01,-7.963,-0.6006,0.2155,351.68,5.97
6.02,-7.8283,-0.6717,0.8196,345.65,-5.2
6.03,-7.6592,-0.7385,1.4232,334.89,-17.81
6.04,-7.4569,-0.7974,2.0249,316.32,-38.15
6.05,-7.2232,-0.8464,2.6226,287.28,-70.22
6.06,-6.9612,-0.885,3.2129,246.94,-114.35
6.07,-6.6748,-0.913,3.7917,197.2,-167.21
6.08,-6.3688,-0.931,4.3538,142.22,-222.85
6.09,-6.0487,-0.9396,4.8937,87.53,-274.2
6.1,-5.7197,-0.9391,5.4065,38.97,-315.01
6.11,-5.3866,-0.9296,5.8883,0.85,-341.38
6.12,-5.0532,-0.9115,6.3363,-25.07,-352.96
6.13,-4.7221,-0.8858,6.7494,-40.14,-353.11
6.14,-4.3949,-0.8533,7.1274,-49.2,-347.03
6.15,-4.0727,-0.815,7.4707,-59.11,-339.87
6.16,-3.7566,-0.7723,7.7801,-75.81,-335.96
6.17,-3.4484,-0.7275,8.0557,-102.36,-338.54
6.18,-3.1508,-0.6821,8.2974,-137.8,-349.71
6.19,-2.8671,-0.6367,8.5039,-177.57,-370.03
6.2,-2.6011,-0.591,8.6732,-214.92,-397.28
6.21,-2.3565,-0.5438,8.8029,-242.39,-426.12
6.22,-2.1358,-0.4951,8.8901,-253.83,-450.1
6.23,-1.94,-0.4462,8.9326,-247.17,-464.5
6.24,-1.7687,-0.4001,8.929,-225.92,-467.59
6.25,-1.6198,-0.3604,8.8789,-197.49,-460.13
6.26,-1.4908,-0.3311,8.7831,-169.94,-444.43
6.27,-1.379,-0.3146,8.643,-149.76,-423.67
6.28,-1.2826,-0.3116,8.4607,-140.4,-400.71
6.29,-1.2005,-0.3206,8.2384,-140.97,-376.17
6.3,-1.1327,-0.3389,7.9786,-146.41,-347.96
6.31,-1.0795,-0.3627,7.6843,-149.52,-312.0
6.32,-1.0411,-0.3879,7.3591,-143.18,-263.89
6.33,-1.0167,-0.4113,7.0079,-122.58,-201.96
6.34,-1.0044,-0.4306,6.6368,-87.99,-130.88
6.35,-1.0006,-0.4449,6.2526,-45.82,-61.5
6.36,-1.0017,-0.4544,5.862,-6.3,-5.53
6.37,-1.0037,-0.4596,5.4704,21.12,29.96
6.38,-1.0041,-0.4606,5.0813,31.48,44.14
6.39,-1.0018,-0.4572,4.6962,25.27,42.11
6.4,-0.9974,-0.4483,4.3152,6.68,33.81
6.41,-0.9926,-0.4317,3.9378,-18.62,30.65
6.42,-0.9897,-0.4051,3.5639,-44.67,41.95
6.43,-0.9912,-0.3664,3.1947,-65.9,72.63
6.44,-0.9992,-0.3152,2.8333,-78.1,121.22
6.45,-1.0148,-0.2519,2.4842,-79.28,179.77
6.46,-1.0381,-0.177,2.1532,-69.87,236.84
6.47,-1.0683,-0.0909,1.8456,-52.33,281.25
6.48,-1.1037,0.0058,1.5656,-29.95,304.93
6.49,-1.142,0.1126,1.3156,-5.55,305.05
6.5,-1.181,0.2285,1.0956,19.17,284.75
6.51,-1.2182,0.352,0.9038,43.45,251.79
6.52,-1.2512,0.4807,0.7372,66.17,215.79
6.53,-1.2777,0.6117,0.5924,84.73,185.7
6.54,-1.296,0.7424,0.4664,96.21,167.86
6.55,-1.3049,0.8708,0.3577,99.8,164.72
6.56,-1.3041,0.995,0.2658,96.77,174.24
6.57,-1.2939,1.1129,0.1915,89.05,190.62
6.58,-1.2748,1.2226,0.1363,80.03,207.03
6.59,-1.2477,1.3232,0.1018,74.95,218.46
6.6,-1.2131,1.4147,0.0889,77.63,221.9
6.61,-1.1705,1.498,0.0981,87.68,215.68
6.62,-1.1192,1.5747,0.1286,101.61,200.83
6.63,-1.0578,1.6466,0.1791,114.33,181.15
6.64,-0.9852,1.7145,0.2478,119.47,161.15
6.65,-0.9011,1.7786,0.3328,111.33,144.55
6.66,-0.8064,1.8379,0.4323,87.36,133.38
6.67,-0.7034,1.8905,0.5454,48.75,127.15
6.68,-0.5958,1.934,0.6712,-0.09,123.03
6.69,-0.4884,1.9661,0.8094,-52.25,117.1
6.7,-0.3862,1.9854,0.9592,-99.23,105.8
6.71,-0.2937,1.9919,1.1194,-132.39,86.41
6.72,-0.214,1.9873,1.288,-146.16,57.88
6.73,-0.1485,1.9744,1.4623,-140.37,21.57
6.74,-0.0967,1.9563,1.6387,-119.82,-19.25
6.75,-0.0569,1.9364,1.8131,-92.64,-60.16
6.76,-0.0265,1.9177,1.9817,-68.38,-97.02
6.77,-0.0033,1.9025,2.1408,-54.88,-127.53
6.78,0.014,1.8925,2.2874,-55.03,-151.08
6.79,0.0254,1.8878,2.419,-66.41,-168.33
6.8,0.03,1.8877,2.534,-83.48,-180.79
6.81,0.0261,1.8909,2.631,-99.72,-189.73
6.82,0.0124,1.8968,2.7091,-108.79,-195.86
6.83,-0.012,1.9054,2.7678,-104.75,-199.65
6.84,-0.0465,1.9175,2.8065,-83.67,-201.05
6.85,-0.0891,1.9338,2.8253,-46.21,-199.02
6.86,-0.1361,1.9549,2.8244,2.31,-192.18
6.87,-0.1829,1.981,2.8044,53.53,-179.87
6.88,-0.2245,2.0118,2.7666,98.59,-162.42
6.89,-0.2568,2.0472,2.7126,131.67,-140.84
6.9,-0.2763,2.0864,2.6447,150.87,-116.82
6.91,-0.2811,2.1283,2.5652,156.03,-92.33
6.92,-0.2708,2.1708,2.4764,148.14,-69.32
6.93,-0.246,2.2119,2.3806,130.08,-50.06
6.94,-0.2084,2.2499,2.2797,106.6,-36.72
6.95,-0.1602,2.284,2.175,83.62,-30.07
6.96,-0.1037,2.3147,2.0671,66.33,-29.17
6.97,-0.0404,2.3439,1.9563,56.9,-31.6
6.98,0.0287,2.3742,1.8424,54.23,-33.68
6.99,0.1032,2.4079,1.7252,55.67,-32.54
7.0,0.1832,2.4463,1.6049,58.59,-28.04
7.01,0.269,2.4894,1.4819,61.22,-21.83
7.02,0.3608,2.5357,1.3567,62.74,-15.54
7.03,0.4587,2.5828,1.23,62.78,-10.16
7.04,0.5627,2.6275,1.1022,60.91,-5.82
7.05,0.6727,2.6667,0.9739,56.71,-1.43
7.06,0.7881,2.6978,0.8455,49.72,4.56
7.07,0.9084,2.7194,0.7177,39.3,13.46
7.08,1.0324,2.731,0.5914,24.9,25.89
7.09,1.1587,2.7332,0.4677,6.6,40.65
7.1,1.2855,2.7271,0.3481,-14.71,54.36
7.11,1.4107,2.7141,0.2338,-37.07,62.95
7.12,1.5321,2.696,0.1256,-57.53,63.44
7.13,1.6478,2.6741,0.0236,-73.25,54.8
7.14,1.7562,2.6493,-0.0731,-82.05,38.48
7.15,1.8565,2.6219,-0.166,-82.3,18.69
7.16,1.9488,2.5922,-0.2569,-73.67,1.04
7.17,2.0337,2.5609,-0.3476,-57.65,-9.26
7.18,2.113,2.5286,-0.4388,-36.38,-8.15
7.19,2.1885,2.4962,-0.5305,-11.91,6.29
7.2,2.2628,2.4636,-0.6213,13.28,33.1
7.21,2.3383,2.4306,-0.7085,36.21,69.05
7.22,2.4171,2.3968,-0.7886,54.0,109.13
7.23,2.5011,2.3628,-0.8579,65.06,146.85
7.24,2.5913,2.3293,-0.9127,69.74,176.19
7.25,2.6883,2.2974,-0.9501,70.12,193.14
7.26,2.7921,2.2666,-0.9685,68.75,196.17
7.27,2.9027,2.2361,-0.9677,67.41,186.74
7.28,3.02,2.2044,-0.9483,66.5,169.4
7.29,3.1438,2.1707,-0.912,65.13,150.4
7.3,3.2739,2.134,-0.8605,61.77,135.82
7.31,3.4101,2.0943,-0.7952,54.93,130.11
7.32,3.5515,2.052,-0.7166,43.75,134.62
7.33,3.6971,2.0076,-0.6243,28.69,146.38
7.34,3.8454,1.9622,-0.5174,11.0,159.22
7.35,3.9947,1.9165,-0.3946,-8.11,166.32
7.36,4.143,1.8714,-0.2555,-27.5,161.96
7.37,4.2885,1.8267,-0.1005,-46.59,143.78
7.38,4.4292,1.7809,0.0686,-65.87,114.22
7.39,4.5632,1.7318,0.249,-86.17,78.99
7.4,4.6884,1.6776,0.4373,-108.03,44.65
7.41,4.8027,1.617,0.6303,-131.58,17.2
7.42,4.9036,1.5489,0.8253,-156.75,0.2
7.43,4.9888,1.4731,1.0206,-183.09,-6.28
7.44,5.0555,1.3904,1.2155,-209.01,-5.25
7.45,5.1014,1.3029,1.41,-231.72,-1.9
7.46,5.124,1.2132,1.6041,-248.59,-2.85
7.47,5.122,1.124,1.7978,-257.86,-14.71
7.48,5.0942,1.0377,1.9895,-258.82,-41.77
7.49,5.0406,0.9565,2.1768,-252.52,-83.96
7.5,4.9618,0.882,2.3554,-241.77,-136.06
7.51,4.8586,0.8154,2.5205,-230.4,-188.74
7.52,4.7323,0.7577,2.6669,-222.01,-231.59
7.53,4.5836,0.709,2.7906,-218.32,-256.67
7.54,4.4127,0.6687,2.8892,-218.9,-260.56
7.55,4.2199,0.6354,2.9622,-222.16,-245.05
7.56,4.0047,0.608,3.0111,-225.38,-216.5
7.57,3.7669,0.5858,3.0385,-224.84,-184.01
7.58,3.5068,0.5672,3.0473,-216.69,-157.23
7.59,3.2251,0.5499,3.04,-198.09,-143.73
7.6,2.9238,0.5306,3.0181,-168.26,-146.31
7.61,2.6057,0.5059,2.9811,-128.75,-162.0
7.62,2.2749,0.4723,2.9279,-83.11,-183.03
7.63,1.9357,0.4278,2.8565,-36.11,-199.19
7.64,1.5926,0.3723,2.7655,7.27,-201.17
7.65,1.25,0.3085,2.655,42.74,-183.68
7.66,0.9112,0.2402,2.5265,66.94,-147.46
7.67,0.5787,0.1715,2.3836,78.02,-99.3
7.68,0.2536,0.1051,2.2308,76.67,-49.75
7.69,-0.0642,0.0423,2.0729,66.43,-9.57
7.7,-0.3755,-0.0182,1.9135,52.76,13.84
7.71,-0.6816,-0.0799,1.7551,41.02,18.76
7.72,-0.9836,-0.1473,1.5983,35.02,9.18
7.73,-1.282,-0.2245,1.4422,36.69,-6.84
7.74,-1.5767,-0.3134,1.2855,45.63,-19.34
7.75,-1.8668,-0.4146,1.1272,59.46,-19.55
7.76,-2.151,-0.5273,0.9674,75.36,-3.13
7.77,-2.4278,-0.6497,0.8076,91.29,28.77
7.78,-2.6956,-0.7788,0.651,106.99,71.18
7.79,-2.9528,-0.9117,0.5017,124.17,117.64
7.8,-3.1976,-1.046,0.364,144.75,161.17
7.81,-3.4279,-1.1807,0.2422,169.02,194.08
7.82,-3.6414,-1.3152,0.1394,195.35,209.25
7.83,-3.8355,-1.4493,0.057,220.6,203.65
7.84,-4.0077,-1.5827,-0.0055,241.43,181.34
7.85,-4.1561,-1.7139,-0.0499,255.78,152.66
7.86,-4.2792,-1.84,-0.079,263.32,130.14
7.87,-4.3763,-1.9578,-0.0946,264.49,124.09
7.88,-4.4471,-2.0648,-0.0972,259.63,139.16
7.89,-4.4923,-2.1602,-0.0855,249.35,173.07
7.9,-4.5127,-2.2446,-0.0561,234.69,218.44
7.91,-4.5099,-2.3191,-0.0049,216.75,265.9
7.92,-4.4855,-2.3849,0.0728,196.9,306.46
7.93,-4.4416,-2.4438,0.1808,177.2,333.42
7.94,-4.38,-2.4976,0.3217,160.44,343.92
7.95,-4.3023,-2.5483,0.4967,149.6,339.41
7.96,-4.2096,-2.5972,0.7053,145.87,324.74
7.97,-4.1023,-2.645,0.9464,147.44,306.36
7.98,-3.9803,-2.6907,1.2181,150.76,290.06
7.99,-3.8434,-2.7324,1.519,152.45,278.09
8.0,-3.6915,-2.7677,1.8477,150.43,267.78
8.01,-3.5247,-2.7949,2.2031,144.75,253.11
8.02,-3.3436,-2.8137,2.5835,137.35,227.25
8.03,-3.1489,-2.8257,2.9862,130.61,185.45
8.04,-2.9412,-2.833,3.4072,126.32,128.19
8.05,-2.7209,-2.8381,3.8407,125.02,61.76
8.06,-2.4881,-2.8429,4.2804,125.68,-4.67
8.07,-2.2429,-2.8485,4.7198,126.18,-62.7
8.08,-1.9853,-2.8541,5.1533,124.4,-107.04
8.09,-1.7154,-2.8578,5.5765,119.33,-137.29
8.1,-1.4337,-2.8571,5.9862,111.17,-158.04
8.11,-1.1412,-2.8492,6.3801,100.47,-176.71
8.12,-0.8387,-2.8306,6.7563,87.55,-200.07
8.13,-0.5277,-2.7991,7.1122,72.46,-231.68
8.14,-0.2096,-2.7538,7.4448,54.85,-271.0
8.15,0.1138,-2.6959,7.7502,34.44,-313.63
8.16,0.4404,-2.6275,8.0243,11.86,-352.9
8.17,0.7681,-2.5517,8.2634,-11.74,-382.38
8.18,1.0945,-2.4714,8.4646,-35.34,-398.02
8.19,1.4174,-2.3891,8.6263,-57.31,-399.12
8.2,1.7344,-2.306,8.7485,-75.8,-387.99
8.21,2.0439,-2.2215,8.8321,-89.58,-368.85
8.22,2.3444,-2.1342,8.8788,-97.52,-346.8
8.23,2.6352,-2.0424,8.8908,-99.11,-326.29
8.24,2.9162,-1.945,8.8701,-95.77,-310.32
8.25,3.1874,-1.8416,8.8182,-90.41,-300.37
8.26,3.4495,-1.7332,8.7362,-86.72,-296.05
8.27,3.7027,-1.6217,8.6244,-88.08,-294.63
8.28,3.9468,-1.5104,8.4832,-96.45,-291.84
8.29,4.1809,-1.4028,8.313,-112.19,-283.24
8.3,4.4035,-1.3017,8.1147,-133.17,-265.17
8.31,4.6127,-1.2093,7.8902,-154.8,-236.04
8.32,4.8065,-1.1268,7.6422,-172.02,-197.4
8.33,4.9831,-1.0546,7.3747,-180.89,-153.34
8.34,5.1417,-0.9924,7.0919,-179.51,-109.0
8.35,5.2826,-0.9392,6.798,-168.41,-69.5
8.36,5.4067,-0.8927,6.497,-149.67,-38.7
8.37,5.5158,-0.8507,6.1918,-125.96,-17.98
8.38,5.6122,-0.8117,5.8846,-100.53,-6.54
8.39,5.6984,-0.7752,5.5766,-77.41,-2.53
8.4,5.7766,-0.7416,5.2682,-60.73,-3.15
8.41,5.8484,-0.7117,4.9594,-53.47,-4.43
8.42,5.9145,-0.686,4.6503,-56.67,-2.07
8.43,5.9745,-0.6648,4.3412,-69.79,7.36
8.44,6.0272,-0.6479,4.033,-90.98,25.62
8.45,6.0706,-0.6345,3.7276,-117.11,52.02
8.46,6.1021,-0.6233,3.4275,-144.58,83.46
8.47,6.1191,-0.6127,3.1358,-169.7,115.98
8.48,6.1192,-0.6012,2.8556,-188.77,145.98
8.49,6.1005,-0.588,2.5899,-199.23,170.9
8.5,6.062,-0.5734,2.3411,-200.87,189.44
8.51,6.0034,-0.5583,2.1111,-195.51,201.25
8.52,5.9254,-0.5445,1.901,-185.61,207.14
8.53,5.8286,-0.5339,1.7115,-173.1,208.93
8.54,5.7145,-0.5279,1.5429,-159.04,209.12
8.55,5.5845,-0.5266,1.3953,-143.31,210.8
8.56,5.44,-0.5289,1.2688,-125.14,216.97
8.57,5.283,-0.5334,1.1642,-104.6,228.77
8.58,5.1154,-0.5382,1.0825,-83.31,245.08
8.59,4.9394,-0.5419,1.0254,-63.36,263.42
8.6,4.7568,-0.5436,0.9946,-46.09,280.76
8.61,4.5694,-0.5427,0.9918,-31.74,294.11
8.62,4.3787,-0.5398,1.0182,-19.58,300.84
8.63,4.1859,-0.5369,1.0745,-7.92,299.06
8.64,3.9922,-0.5368,1.1604,5.48,287.64
8.65,3.7991,-0.5426,1.2748,22.57,265.97
8.66,3.6082,-0.5563,1.4156,43.94,234.68
8.67,3.4217,-0.5777,1.5797,68.26,197.32
8.68,3.2418,-0.6052,1.7635,92.76,160.19
8.69,3.0711,-0.6361,1.9635,113.88,129.64
8.7,2.9115,-0.6682,2.1767,128.53,109.71
8.71,2.7644,-0.7,2.4012,135.35,101.08
8.72,2.6305,-0.7306,2.6359,133.97,100.42
8.73,2.5097,-0.7602,2.8807,124.09,100.8
8.74,2.4011,-0.7899,3.1354,106.75,93.82
8.75,2.3028,-0.8222,3.3991,85.45,72.75
8.76,2.2131,-0.8602,3.6697,66.08,35.26
8.77,2.1301,-0.9066,3.9435,55.9,-15.79
8.78,2.053,-0.9624,4.2154,61.54,-73.53
8.79,1.9824,-1.0264,4.4801,86.3,-128.86
8.8,1.9207,-1.0958,4.7322,128.52,-172.75
8.81,1.8721,-1.1666,4.9674,182.11,-199.11
8.82,1.8416,-1.2353,5.1832,237.87,-205.99
8.83,1.8346,-1.2988,5.3789,285.23,-195.38
8.84,1.8555,-1.3546,5.5552,315.41,-173.12
8.85,1.9074,-1.4011,5.7143,324.19,-147.91
8.86,1.991,-1.4382,5.8585,312.46,-129.05
8.87,2.1055,-1.4669,5.9894,285.31,-124.51
8.88,2.2481,-1.4894,6.1073,250.79,-138.5
8.89,2.4158,-1.5079,6.211,217.92,-168.56
8.9,2.6053,-1.5242,6.2976,193.46,-205.54
8.91,2.8144,-1.5398,6.3638,179.68,-236.77
8.92,3.0415,-1.5561,6.4068,174.18,-249.91
8.93,3.286,-1.5742,6.4255,171.24,-236.76
8.94,3.5474,-1.5947,6.4211,164.63,-196.9
8.95,3.8249,-1.6178,6.3974,150.27,-139.06
8.96,4.1172,-1.6436,6.3599,127.83,-78.89
8.97,4.4221,-1.6725,6.3141,100.68,-34.75
8.98,4.7369,-1.7049,6.264,73.93,-21.93
8.99,5.0591,-1.7415,6.2108,51.78,-46.97
9.0,5.3866,-1.7821,6.152,35.8,-105.25
9.01,5.7176,-1.8255,6.0822,24.83,-182.13
9.02,6.0511,-1.8696,5.9942,15.57,-256.61
9.03,6.3859,-1.9117,5.8812,3.95,-307.53
9.04,6.7209,-1.9498,5.7383,-12.83,-320.65
9.05,7.0544,-1.983,5.5644,-35.5,-293.48
9.06,7.3841,-2.0114,5.3618,-63.18,-235.42
9.07,7.7073,-2.0355,5.1361,-93.51,-163.29
9.08,8.0211,-2.0562,4.8939,-122.9,-95.67
9.09,8.3226,-2.0751,4.6416,-147.6,-47.88
9.1,8.6094,-2.0935,4.3838,-165.06,-27.83
9.11,8.8798,-2.1116,4.1226,-174.82,-34.46
9.12,9.1327,-2.1282,3.8574,-178.1,-58.82
9.13,9.3679,-2.1414,3.5862,-176.56,-86.54
9.14,9.5854,-2.1482,3.3067,-171.29,-101.67
9.15,9.7858,-2.1462,3.0177,-162.54,-91.7
9.16,9.9699,-2.1332,2.7202,-150.04,-51.4
9.17,10.1389,-2.109,2.4182,-134.38,15.24
9.18,10.2945,-2.0746,2.118,-118.4,95.36
9.19,10.438,-2.0321,1.8273,-107.18,171.0
9.2,10.5704,-1.9841,1.5531,-105.88,225.81
9.21,10.6918,-1.9328,1.3007,-117.24,250.56
9.22,10.801,-1.8804,1.0726,-140.42,245.29
9.23,10.896,-1.8281,0.8685,-171.31,218.65
9.24,10.9737,-1.7765,0.6861,-203.78,184.54
9.25,11.031,-1.7253,0.5222,-231.54,157.33
9.26,11.0653,-1.6736,0.3745,-249.85,147.58
9.27,11.0748,-1.6204,0.2421,-255.87,159.2
9.28,11.0589,-1.5651,0.1259,-248.8,187.59
9.29,11.0184,-1.5085,0.0287,-230.91,220.03
9.3,10.9548,-1.4525,-0.047,-206.85,239.56
9.31,10.8705,-1.3992,-0.0993,-181.05,231.18
9.32,10.7679,-1.3492,-0.1295,-156.24,188.28
9.33,10.6496,-1.3022,-0.1415,-133.51,117.41
9.34,10.5177,-1.2568,-0.1421,-113.62,37.21
9.35,10.3743,-1.2116,-0.1386,-98.41,-28.93
9.36,10.2208,-1.1653,-0.1372,-89.06,-61.29
9.37,10.0582,-1.1176,-0.1408,-83.98,-49.32
9.38,9.887,-1.0684,-0.1484,-80.07,5.45
9.39,9.7078,-1.0184,-0.1546,-74.63,89.65
9.4,9.5211,-0.9684,-0.1517,-65.74,181.45
9.41,9.3279,-0.9199,-0.1312,-52.7,256.2
9.42,9.1294,-0.8745,-0.0859,-36.61,293.83
9.43,8.9271,-0.8342,-0.0125,-20.36,284.9
9.44,8.7226,-0.8002,0.0883,-7.51,232.78
9.45,8.5171,-0.772,0.2117,-1.07,152.0
9.46,8.3111,-0.7481,0.35,-2.79,62.78
9.47,8.1047,-0.7261,0.4948,-12.89,-15.44
9.48,7.8966,-0.704,0.6387,-29.31,-67.85
9.49,7.6855,-0.6805,0.7767,-47.67,-86.33
9.5,7.4696,-0.6548,0.9068,-62.46,-71.32
9.51,7.2476,-0.6267,1.0304,-69.07,-31.8
9.52,7.0189,-0.5957,1.151,-65.41,17.24
9.53,6.7837,-0.5616,1.2731,-52.12,58.75
9.54,6.5435,-0.5246,1.4005,-32.39,78.13
9.55,6.2999,-0.4861,1.535,-11.8,67.67
9.56,6.0549,-0.448,1.6755,2.88,28.57
9.57,5.8098,-0.4115,1.8183,6.53,-30.04
9.58,5.5649,-0.3766,1.958,-2.29,-93.47
9.59,5.3196,-0.3422,2.0886,-21.01,-145.62
9.6,5.0719,-0.3067,2.2051,-43.27,-174.52
9.61,4.8199,-0.2683,2.3049,-59.68,-176.05
9.62,4.5623,-0.2256,2.3876,-60.58,-154.75
9.63,4.2991,-0.1776,2.4551,-39.67,-122.24
9.64,4.0324,-0.124,2.5102,3.33,-93.13
9.65,3.7663,-0.0652,2.5557,62.03,-79.79
9.66,3.5065,-0.002,2.5925,125.71,-88.63
9.67,3.259,0.0638,2.6199,183.07,-118.34
9.68,3.0294,0.1298,2.6352,224.66,-160.57
9.69,2.8215,0.1931,2.6344,244.73,-202.13
9.7,2.6376,0.2518,2.6137,243.73,-228.58
9.71,2.4775,0.3051,2.5708,228.42,-228.79
9.72,2.3401,0.3525,2.5057,208.25,-198.02
9.73,2.2236,0.3938,2.4215,191.43,-138.89
9.74,2.1263,0.4276,2.3239,182.11,-61.48
9.75,2.0472,0.4525,2.2202,178.54,19.35
9.76,1.9859,0.4674,2.118,173.65,88.51
