t,dx,dy,dz,ax,az
14.59,3.2334,-1.6725,4.6187,140.82,-116.0
14.6,3.2952,-1.6359,4.8614,138.44,-152.59
14.61,3.3708,-1.6023,5.0888,130.05,-185.67
14.62,3.4594,-1.5727,5.2978,115.43,-211.07
14.63,3.5597,-1.5485,5.4858,95.39,-226.03
14.64,3.6695,-1.5311,5.6514,71.9,-229.77
14.65,3.7867,-1.5209,5.7943,47.99,-223.61
14.66,3.9089,-1.5184,5.9148,26.59,-210.2
14.67,4.034,-1.5229,6.0144,9.07,-192.44
14.68,4.1603,-1.5338,6.0947,-5.18,-171.94
14.69,4.2862,-1.5497,6.1579,-17.81,-147.55
14.7,4.4106,-1.569,6.2064,-29.69,-116.15
14.71,4.5321,-1.5901,6.2434,-39.74,-75.84
14.72,4.65,-1.6121,6.2729,-45.52,-28.4
14.73,4.7636,-1.6347,6.2996,-46.0,20.5
14.74,4.8729,-1.6581,6.328,-44.15,62.94
14.75,4.9777,-1.6824,6.3624,-45.46,92.24
14.76,5.0781,-1.7077,6.4055,-54.26,106.09
14.77,5.1729,-1.7338,6.4588,-72.14,106.78
14.78,5.2605,-1.7604,6.5226,-97.49,99.88
14.79,5.3384,-1.7873,6.5962,-124.74,92.58
14.8,5.4041,-1.8138,6.6792,-146.09,91.06
14.81,5.4557,-1.8386,6.7714,-155.58,97.68
14.82,5.4923,-1.8601,6.8734,-151.87,110.82
14.83,5.514,-1.8763,6.9865,-137.6,126.23
14.84,5.5223,-1.8856,7.1121,-117.03,137.97
14.85,5.5191,-1.8877,7.2512,-94.58,139.79
14.86,5.5065,-1.8834,7.4038,-74.72,127.36
14.87,5.4865,-1.874,7.5687,-61.86,99.75
14.88,5.4601,-1.8611,7.7432,-59.56,59.36
14.89,5.4276,-1.8457,7.9233,-69.5,10.82
14.9,5.3881,-1.8284,8.1044,-89.61,-39.62
14.91,5.3396,-1.8094,8.2816,-113.64,-84.95
14.92,5.28,-1.7885,8.4505,-134.34,-119.07
14.93,5.2073,-1.7645,8.6078,-146.15,-138.35
14.94,5.1205,-1.7361,8.7516,-145.73,-143.62
14.95,5.0196,-1.7013,8.8811,-133.67,-140.69
14.96,4.9055,-1.6588,8.9965,-115.27,-137.35
14.97,4.7801,-1.6075,9.098,-97.49,-139.82
14.98,4.6449,-1.5473,9.1852,-85.55,-151.11
14.99,4.5011,-1.4787,9.257,-81.76,-170.79
15.0,4.3491,-1.4025,9.3115,-84.47,-195.4
15.01,4.1888,-1.3197,9.3465,-87.9,-218.8
15.02,4.02,-1.2315,9.3597,-83.94,-233.22
15.03,3.8434,-1.1391,9.3499,-64.84,-231.62
15.04,3.6608,-1.044,9.3175,-25.69,-210.28
15.05,3.4764,-0.9483,9.2643,32.66,-170.58
15.06,3.2956,-0.8537,9.1944,102.22,-120.09
15.07,3.1251,-0.7617,9.1123,170.11,-71.38
15.08,2.9714,-0.6724,9.0226,222.87,-37.23
15.09,2.8395,-0.5854,8.9286,250.96,-25.82
15.1,2.7322,-0.5,8.8314,252.01,-38.85
15.11,2.6496,-0.4153,8.7297,230.96,-71.75
15.12,2.59,-0.3312,8.6205,197.35,-114.64
15.13,2.5502,-0.2476,8.4998,161.65,-154.97
15.14,2.5268,-0.1647,8.364,131.66,-181.32
15.15,2.5169,-0.083,8.2105,110.2,-185.79
15.16,2.5183,-0.0034,8.039,95.62,-165.45
15.17,2.5295,0.0724,7.8514,84.16,-123.73
15.18,2.5492,0.1428,7.6517,72.41,-69.82
15.19,2.5763,0.2067,7.4449,58.89,-15.31
15.2,2.6093,0.2639,7.2363,43.61,29.37
15.21,2.6468,0.3147,7.0302,26.54,57.93
15.22,2.6869,0.3594,6.8295,7.08,70.09
15.23,2.7279,0.3981,6.6354,-15.72,70.74
15.24,2.7672,0.4311,6.4482,-43.28,67.26
15.25,2.8022,0.4585,6.2677,-76.59,67.18
15.26,2.8296,0.4806,6.0942,-114.42,76.35
15.27,2.8456,0.498,5.9285,-153.27,96.92
15.28,2.8465,0.511,5.7727,-189.25,126.24
15.29,2.8287,0.5199,5.6295,-218.88,158.79
15.3,2.7894,0.5247,5.5021,-239.07,188.77
15.31,2.7265,0.5251,5.3934,-247.86,211.26
15.32,2.6393,0.5204,5.3054,-244.49,223.89
15.33,2.5281,0.5099,5.2396,-228.28,228.01
15.34,2.3945,0.4932,5.1964,-198.59,227.21
15.35,2.2416,0.4702,5.1759,-154.69,225.2
15.36,2.0736,0.4413,5.1778,-95.51,223.98
15.37,1.8966,0.4074,5.2021,-21.5,221.96
15.38,1.7178,0.3698,5.2484,61.9,214.03
15.39,1.5452,0.3302,5.3157,143.21,194.23
15.4,1.3866,0.2898,5.4021,207.79,159.26
15.41,1.2482,0.2495,5.5039,243.66,110.29
15.42,1.1334,0.2102,5.6165,246.06,52.62
15.43,1.0426,0.1727,5.7344,217.82,-5.76
15.44,0.9731,0.1381,5.8518,167.52,-56.02
15.45,0.9202,0.1083,5.9639,107.87,-90.56
15.46,0.8784,0.0846,6.0674,53.0,-105.21
15.47,0.8423,0.0683,6.1609,14.89,-100.36
15.48,0.8085,0.0599,6.2447,0.92,-80.55
15.49,0.7755,0.0594,6.3205,12.61,-52.79
15.5,0.7443,0.0672,6.3911,44.66,-24.86
15.51,0.718,0.0835,6.4589,86.27,-4.2
15.52,0.7003,0.1093,6.5259,124.61,3.39
15.53,0.6947,0.1455,6.5929,148.12,-5.15
15.54,0.7036,0.1933,6.6589,149.42,-29.69
15.55,0.7269,0.2531,6.7215,127.89,-66.54
15.56,0.7626,0.3242,6.7774,89.86,-108.64
15.57,0.8073,0.4053,6.8224,45.71,-147.63
15.58,0.8568,0.4942,6.8529,6.36,-176.5
15.59,0.9073,0.5884,6.866,-19.45,-191.44
15.6,0.9565,0.6852,6.8603,-27.11,-193.13
15.61,1.0034,0.7818,6.8354,-16.39,-186.96
15.62,1.0492,0.8755,6.7918,10.25,-180.68
15.63,1.0964,0.9641,6.7299,48.1,-180.72
15.64,1.1486,1.0456,6.6497,89.82,-190.73
15.65,1.2098,1.1188,6.5501,127.08,-211.32
15.66,1.2834,1.1824,6.4292,153.32,-239.05
15.67,1.3722,1.2358,6.2843,165.2,-266.97
15.68,1.4771,1.2785,6.1128,163.28,-287.33
15.69,1.5983,1.3104,5.913,151.88,-293.89
15.7,1.7346,1.3318,5.6842,137.15,-283.21
15.71,1.8848,1.3435,5.4274,124.85,-256.14
15.72,2.0477,1.3463,5.1452,118.47,-217.7
15.73,2.2226,1.3409,4.8414,116.84,-174.59
15.74,2.4093,1.3276,4.5201,112.93,-132.34
15.75,2.6069,1.3066,4.1854,96.06,-93.1
15.76,2.8137,1.2787,3.8414,56.81,-55.4
15.77,3.0257,1.2449,3.4918,-7.03,-17.33
15.78,3.2366,1.2068,3.1404,-86.69,20.4
15.79,3.4389,1.1656,2.791,-165.87,55.55
15.8,3.6251,1.1218,2.447,-228.94,86.66
15.81,3.7891,1.0749,2.1115,-266.11,113.0
15.82,3.9273,1.0246,1.7872,-274.55,135.0
15.83,4.0388,0.9712,1.4763,-258.93,155.15
15.84,4.1247,0.9155,1.1809,-230.17,176.37
15.85,4.1876,0.8582,0.9032,-201.45,199.09
15.86,4.2302,0.8003,0.6453,-184.5,220.42
15.87,4.2539,0.7427,0.4094,-186.24,235.92
15.88,4.2586,0.6865,0.1967,-206.51,242.17
15.89,4.2424,0.6329,0.008,-238.94,237.77
15.9,4.2024,0.5829,-0.1572,-273.82,223.75
15.91,4.1351,0.5369,-0.3002,-300.76,203.6
15.92,4.0383,0.495,-0.4229,-311.81,181.54
15.93,3.9108,0.4564,-0.5275,-303.75,161.55
15.94,3.7534,0.4206,-0.6157,-278.1,146.77
15.95,3.5686,0.3867,-0.6892,-240.41,137.6
15.96,3.3599,0.3544,-0.7488,-198.86,131.6
15.97,3.1312,0.3236,-0.7953,-161.11,126.39
15.98,2.8863,0.2943,-0.8291,-131.17,120.93
15.99,2.6282,0.2665,-0.8509,-108.16,114.85
16.0,2.3592,0.2405,-0.8612,-86.76,108.99
16.01,2.0818,0.2169,-0.8606,-59.87,105.18
16.02,1.7987,0.1973,-0.8494,-22.88,104.54
16.03,1.5135,0.1837,-0.8277,23.41,107.64
16.04,1.2308,0.1782,-0.7951,72.41,115.45
16.05,0.9552,0.1822,-0.7508,114.44,127.95
16.06,0.6908,0.1966,-0.6937,141.51,143.3
16.07,0.44,0.2214,-0.6223,150.47,159.22
16.08,0.204,0.2558,-0.5349,143.08,174.06
16.09,-0.018,0.2983,-0.4303,125.0,186.63
16.1,-0.2275,0.3468,-0.307,104.08,196.28
16.11,-0.4264,0.399,-0.1642,87.74,202.96
16.12,-0.6163,0.453,-0.0012,81.3,206.88
16.13,-0.7977,0.5076,0.1824,87.2,208.4
16.14,-0.9701,0.5625,0.3868,104.79,207.4
16.15,-1.1317,0.618,0.6119,131.32,202.33
16.16,-1.2801,0.6746,0.8569,162.42,190.28
16.17,-1.4122,0.7329,1.1208,191.68,167.76
16.18,-1.5254,0.7923,1.4011,211.55,131.58
16.19,-1.6178,0.8516,1.6942,215.71,81.58
16.2,-1.689,0.9087,1.9952,201.24,22.36
16.21,-1.7405,0.9621,2.2984,169.88,-38.25
16.22,-1.7753,1.0108,2.598,127.51,-91.69
16.23,-1.7974,1.0546,2.8887,81.98,-131.31
16.24,-1.8111,1.0937,3.1667,41.07,-155.04
16.25,-1.8205,1.1277,3.4295,11.03,-165.6
16.26,-1.8283,1.1565,3.676,-4.57,-168.87
16.27,-1.8363,1.1799,3.9056,-5.11,-171.83
16.28,-1.8443,1.1985,4.1178,7.93,-179.79
16.29,-1.8513,1.213,4.3119,31.21,-194.94
16.3,-1.8551,1.2238,4.4864,59.13,-216.8
16.31,-1.853,1.2313,4.6391,84.41,-242.84
16.32,-1.8426,1.2356,4.7675,99.72,-269.41
16.33,-1.8227,1.2372,4.869,99.59,-293.12
16.34,-1.7932,1.2368,4.9413,82.32,-311.46
16.35,-1.7559,1.2354,4.9827,50.77,-323.6
16.36,-1.7137,1.2339,4.9918,10.92,-330.34
16.37,-1.6704,1.2331,4.968,-30.53,-332.63
16.38,-1.63,1.2329,4.9111,-67.69,-331.54
16.39,-1.5962,1.2332,4.821,-96.81,-328.39
16.4,-1.5719,1.2337,4.6982,-117.12,-322.84
16.41,-1.559,1.2339,4.5433,-129.75,-312.61
16.42,-1.559,1.233,4.3572,-136.59,-295.57
16.43,-1.5726,1.2301,4.1418,-138.79,-269.52
16.44,-1.5998,1.2243,3.8998,-134.53,-231.22
16.45,-1.6402,1.2155,3.6351,-118.7,-178.41
16.46,-1.6921,1.2039,3.3528,-86.08,-112.25
16.47,-1.7521,1.1903,3.0596,-35.55,-38.25
16.48,-1.8154,1.1752,2.7625,27.16,33.62
16.49,-1.8759,1.1584,2.4684,90.92,91.88
16.5,-1.9276,1.139,2.1829,144.46,128.99
16.51,-1.9653,1.1158,1.9099,180.71,143.4
16.52,-1.9854,1.0876,1.6507,197.87,139.24
16.53,-1.9861,1.0538,1.4052,198.86,125.95
16.54,-1.9672,1.0138,1.1724,189.92,115.04
16.55,-1.9294,0.9673,0.9514,177.94,114.74
16.56,-1.8737,0.9146,0.7423,167.37,127.68
16.57,-1.8013,0.8562,0.5461,158.59,151.3
16.58,-1.7131,0.7928,0.3652,148.62,178.29
16.59,-1.6102,0.7256,0.2021,132.31,199.42
16.6,-1.4943,0.656,0.0585,104.7,207.69
16.61,-1.3684,0.5855,-0.0646,64.17,200.35
16.62,-1.2362,0.5148,-0.168,13.58,179.84
16.63,-1.1028,0.4442,-0.2536,-40.82,153.91
16.64,-0.9735,0.374,-0.3236,-91.85,132.67
16.65,-0.8531,0.3049,-0.38,-133.61,123.86
16.66,-0.7457,0.2379,-0.4237,-162.73,129.55
16.67,-0.6544,0.1745,-0.454,-179.37,145.87
16.68,-0.5808,0.1168,-0.4698,-187.33,164.98
16.69,-0.5259,0.0666,-0.4691,-192.49,178.0
16.7,-0.4903,0.0254,-0.4509,-201.02,177.99
16.71,-0.4751,-0.006,-0.4153,-218.02,161.8
16.72,-0.4819,-0.0274,-0.3639,-245.76,130.74
16.73,-0.5136,-0.0392,-0.2996,-282.62,90.8
16.74,-0.5737,-0.0426,-0.2262,-323.38,51.63
16.75,-0.666,-0.0394,-0.1472,-360.24,23.9
16.76,-0.7941,-0.0314,-0.0654,-384.88,16.1
16.77,-0.9603,-0.0201,0.0187,-390.71,31.81
16.78,-1.1649,-0.0068,0.1065,-373.32,68.43
16.79,-1.4063,0.0078,0.2015,-330.07,117.88
16.8,-1.6801,0.023,0.3083,-261.04,167.87
16.81,-1.9795,0.0388,0.4316,-170.23,204.1
16.82,-2.2956,0.0557,0.5747,-66.43,214.29
16.83,-2.6184,0.074,0.7385,36.26,192.51
16.84,-2.9381,0.0935,0.9208,120.66,140.98
16.85,-3.2465,0.1136,1.1168,173.16,70.06
16.86,-3.5385,0.1334,1.3197,190.28,-4.12
16.87,-3.8123,0.1515,1.5226,179.4,-64.64
16.88,-4.0685,0.1659,1.7197,154.93,-99.23
16.89,-4.3092,0.1746,1.9077,134.13,-104.16
16.9,-4.536,0.1754,2.0859,132.44,-85.54
16.91,-4.7489,0.1676,2.2558,158.09,-56.65
16.92,-4.9454,0.1516,2.42,208.61,-32.88
16.93,-5.1208,0.1292,2.5805,271.3,-26.96
16.94,-5.2693,0.1031,2.7377,327.91,-45.4
16.95,-5.3856,0.0763,2.8899,361.21,-87.09
16.96,-5.4667,0.0512,3.033,360.08,-144.63
16.97,-5.5128,0.029,3.1615,322.4,-206.96
16.98,-5.5274,0.0101,3.2696,255.83,-261.75
16.99,-5.5167,-0.0058,3.352,175.64,-297.94
17.0,-5.4885,-0.0192,3.4053,100.24,-308.89
17.01,-5.4498,-0.0307,3.4284,46.11,-294.25
17.02,-5.4057,-0.0408,3.4227,23.29,-259.53
17.03,-5.3585,-0.049,3.3913,33.08,-214.05
17.04,-5.3074,-0.0542,3.3385,69.17,-167.84
17.05,-5.2491,-0.0548,3.2689,120.44,-128.44
17.06,-5.1787,-0.0496,3.1862,173.75,-99.5
17.07,-5.0913,-0.0375,3.0933,216.3,-81.28
17.08,-4.9828,-0.0183,2.9921,238.39,-71.94
17.09,-4.8512,0.0077,2.8836,236.08,-68.83
17.1,-4.6965,0.04,2.7682,212.46,-69.29
17.11,-4.5209,0.0782,2.6459,176.22,-71.32
17.12,-4.3279,0.1216,2.5165,137.8,-74.42
17.13,-4.121,0.1687,2.3797,105.05,-79.9
17.14,-3.9034,0.2176,2.2348,80.58,-89.55
17.15,-3.6777,0.2656,2.0809,61.78,-103.57
17.16,-3.4459,0.3106,1.9166,43.02,-119.37
17.17,-3.21,0.3503,1.7406,18.56,-131.57
17.18,-2.9726,0.3833,1.5517,-15.02,-133.45
17.19,-2.7369,0.4084,1.3499,-57.91,-119.36
17.2,-2.5073,0.425,1.1368,-107.82,-86.49
17.21,-2.2885,0.4333,0.9154,-160.32,-35.52
17.22,-2.0858,0.4339,0.691,-209.0,28.89
17.23,-1.9038,0.4274,0.4696,-247.4,98.69
17.24,-1.7463,0.4148,0.258,-271.05,164.65
17.25,-1.6154,0.3964,0.0627,-277.09,219.57
17.26,-1.5119,0.3724,-0.1109,-265.0,260.69
17.27,-1.4346,0.3422,-0.2587,-238.82,288.81
17.28,-1.3812,0.3052,-0.3779,-206.91,305.46
17.29,-1.3486,0.2609,-0.4667,-178.88,312.46
17.3,-1.3342,0.2091,-0.5243,-162.65,312.46
17.31,-1.3366,0.1504,-0.5508,-162.23,308.4
17.32,-1.3557,0.0855,-0.5464,-176.02,303.12
17.33,-1.3926,0.0153,-0.5115,-197.55,298.43
17.34,-1.4493,-0.0591,-0.4468,-218.42,293.14
17.35,-1.5277,-0.1361,-0.3528,-230.71,283.46
17.36,-1.6289,-0.2132,-0.2306,-228.04,266.13
17.37,-1.7526,-0.2882,-0.0819,-206.87,240.42
17.38,-1.8965,-0.3593,0.0907,-168.16,208.82
17.39,-2.0571,-0.4258,0.2843,-117.14,177.4
17.4,-2.2293,-0.4875,0.4959,-61.27,153.33
17.41,-2.4078,-0.5448,0.7232,-8.56,141.02
17.42,-2.5875,-0.5979,0.965,33.93,141.49
17.43,-2.7643,-0.6472,1.2213,62.07,153.18
17.44,-2.9353,-0.6934,1.4931,75.38,170.99
17.45,-3.0991,-0.737,1.7821,76.07,186.79
17.46,-3.2557,-0.7785,2.0895,68.36,192.91
17.47,-3.4056,-0.8182,2.416,57.24,184.14
17.48,-3.5498,-0.8567,2.7605,46.37,157.78
17.49,-3.6895,-0.8946,3.1205,37.69,114.74
17.5,-3.8254,-0.9323,3.4917,32.01,60.71
17.51,-3.9581,-0.9697,3.869,28.74,4.57
17.52,-4.088,-1.0063,4.2471,27.07,-44.77
17.53,-4.2152,-1.041,4.621,27.37,-80.45
17.54,-4.3397,-1.0731,4.9874,30.49,-100.05
17.55,-4.4611,-1.102,5.3442,38.05,-107.08
17.56,-4.5787,-1.1278,5.6905,52.39,-108.85
17.57,-4.6909,-1.1512,6.026,74.5,-112.87
17.58,-4.7956,-1.1736,6.35,104.19,-124.74
17.59,-4.8897,-1.1964,6.6614,140.69,-146.74
17.6,-4.9698,-1.221,6.958,181.4,-177.15
17.61,-5.0318,-1.2482,7.2369,222.78,-211.64
17.62,-5.0718,-1.2777,7.4947,261.09,-244.88
17.63,-5.0859,-1.3087,7.7282,291.01,-271.42
17.64,-5.0713,-1.3401,7.935,307.97,-288.03
17.65,-5.0264,-1.3713,8.1133,311.1,-295.28
17.66,-4.9508,-1.4026,8.2623,301.99,-296.17
17.67,-4.8453,-1.435,8.3818,283.7,-295.01
17.68,-4.7116,-1.4701,8.4718,261.12,-296.6
17.69,-4.5519,-1.5095,8.5321,238.97,-304.19
17.7,-4.3684,-1.5541,8.562,220.23,-318.04
17.71,-4.1628,-1.6039,8.56,205.96,-335.81
17.72,-3.9366,-1.6581,8.5245,193.95,-353.5
17.73,-3.6913,-1.7151,8.4539,178.78,-366.46
17.74,-3.4284,-1.7731,8.3469,154.37,-370.81
17.75,-3.1505,-1.8296,8.2032,116.04,-364.6
17.76,-2.8615,-1.8826,8.0235,62.67,-347.68
17.77,-2.5666,-1.9306,7.8092,-1.6,-321.37
17.78,-2.272,-1.973,7.5631,-68.32,-289.0
17.79,-1.9841,-2.01,7.2882,-127.49,-255.63
17.8,-1.7088,-2.0421,6.9877,-171.72,-226.61
17.81,-1.4503,-2.0699,6.6645,-198.57,-206.12
17.82,-1.2113,-2.0938,6.3205,-209.5,-194.94
17.83,-0.9931,-2.1136,5.9569,-208.49,-188.86
17.84,-0.7957,-2.129,5.5747,-200.94,-180.75
17.85,-0.6185,-2.1389,5.1746,-191.86,-164.35
17.86,-0.4606,-2.1421,4.7586,-184.47,-135.36
17.87,-0.3213,-2.1372,4.3294,-179.54,-91.92
17.88,-0.2001,-2.1236,3.8915,-175.31,-35.87
17.89,-0.0965,-2.101,3.4503,-168.65,27.54
17.9,-0.0097,-2.0696,3.0119,-157.2,91.52
17.91,0.0613,-2.0297,2.5827,-141.23,148.93
17.92,0.1182,-1.9821,2.1681,-123.58,193.53
17.93,0.1625,-1.9277,1.7725,-107.73,222.34
17.94,0.1959,-1.867,1.399,-95.32,237.23
17.95,0.2196,-1.8001,1.049,-84.81,243.92
17.96,0.2347,-1.7268,0.7236,-72.27,249.11
17.97,0.2427,-1.6467,0.4232,-53.09,257.67
17.98,0.2455,-1.5597,0.1488,-23.75,270.66
17.99,0.2461,-1.4662,-0.0984,16.77,285.05
18.0,0.2485,-1.367,-0.3171,66.39,295.92
18.01,0.2575,-1.2632,-0.5062,119.96,299.32
18.02,0.2783,-1.1561,-0.6656,169.69,293.43
18.03,0.3156,-1.0467,-0.7957,206.47,279.03
18.04,0.373,-0.9357,-0.8979,222.57,260.18
18.05,0.4518,-0.8239,-0.974,214.45,243.31
18.06,0.5515,-0.7115,-1.0253,183.4,235.28
18.07,0.6689,-0.5982,-1.0527,134.4,241.46
18.08,0.7993,-0.4834,-1.0555,75.46,263.56
18.09,0.9373,-0.3668,-1.0314,16.13,298.6
18.1,1.0769,-0.249,-0.9773,-34.35,339.16
18.11,1.2133,-0.1312,-0.8892,-68.38,375.21
18.12,1.3434,-0.0149,-0.7638,-81.97,397.63
18.13,1.4656,0.0986,-0.5991,-76.6,400.93
18.14,1.5803,0.2084,-0.3946,-58.91,383.06
18.15,1.6891,0.3141,-0.1523,-38.12,344.37
18.16,1.7938,0.4153,0.1241,-22.93,286.24
18.17,1.8958,0.5114,0.4287,-19.01,209.48
18.18,1.9955,0.6023,0.7541,-27.23,117.69
18.19,2.0922,0.6883,1.0913,-44.37,23.16
18.2,2.1841,0.77,1.4312,-66.08,-56.03
18.21,2.2694,0.8486,1.7664,-87.83,-106.88
18.22,2.3458,0.9244,2.0918,-104.7,-126.49
18.23,2.4119,0.9973,2.4054,-113.03,-120.3
18.24,2.4668,1.0664,2.7073,-111.7,-100.08
18.25,2.5106,1.1306,2.9994,-101.2,-80.59
18.26,2.5444,1.1893,3.2831,-83.09,-74.66
18.27,2.5699,1.2419,3.559,-60.26,-89.5
18.28,2.5892,1.2884,3.8256,-36.58,-125.34
18.29,2.6047,1.329,4.0793,-16.71,-176.2
18.3,2.6182,1.3642,4.3154,-5.39,-231.76
18.31,2.6307,1.3949,4.5287,-4.72,-279.96
18.32,2.6424,1.4222,4.7145,-12.93,-310.99
18.33,2.6526,1.4481,4.8699,-25.59,-320.47
18.34,2.6602,1.4743,4.9939,-36.31,-308.98
18.35,2.6642,1.5027,5.0875,-37.49,-280.82
18.36,2.6648,1.5343,5.1533,-24.08,-243.89
18.37,2.6631,1.5697,5.1949,3.89,-207.52
18.38,2.662,1.6086,5.2157,42.48,-179.41
18.39,2.6652,1.6505,5.2183,85.22,-165.0
18.4,2.6766,1.695,5.2041,124.37,-165.87
18.41,2.7001,1.7413,5.1732,153.8,-178.08
18.42,2.7386,1.7886,5.1245,170.88,-194.77
18.43,2.7937,1.8363,5.0565,176.16,-209.41
18.44,2.8661,1.8841,4.9678,173.26,-217.02
18.45,2.9557,1.9321,4.8578,168.62,-215.32
18.46,3.0621,1.98,4.7266,169.55,-205.48
18.47,3.1857,2.0279,4.5751,181.48,-190.62
18.48,3.3276,2.0749,4.4047,205.35,-174.11
18.49,3.49,2.1203,4.217,236.13,-159.76
18.5,3.6759,2.1621,4.0133,264.03,-150.92
18.51,3.8877,2.1986,3.7945,277.29,-148.24
18.52,4.1265,2.2279,3.5609,265.13,-148.88
18.53,4.3908,2.2489,3.3126,220.68,-147.04
18.54,4.6763,2.2616,3.0499,144.26,-136.3
18.55,4.9755,2.2674,2.774,46.17,-113.83
18.56,5.2792,2.2689,2.4871,-54.27,-82.96
18.57,5.5778,2.2689,2.1921,-135.77,-51.34
18.58,5.8635,2.2708,1.8918,-183.06,-27.3
18.59,6.1319,2.2773,1.5886,-189.95,-18.22
18.6,6.382,2.2901,1.2832,-160.78,-28.43
18.61,6.6164,2.3102,0.9747,-110.82,-55.86
18.62,6.8396,2.3373,0.6604,-61.71,-92.19
18.63,7.056,2.3702,0.3372,-33.56,-125.93
18.64,7.268,2.4073,0.0019,-38.61,-145.64
18.65,7.4753,2.447,-0.3473,-77.81,-142.54
18.66,7.674,2.488,-0.71,-141.34,-113.04
18.67,7.8582,2.5294,-1.0832,-212.22,-59.89
18.68,8.0215,2.5708,-1.4619,-270.65,8.93
18.69,8.1583,2.612,-1.8395,-299.07,82.39
18.7,8.266,2.6522,-2.2089,-288.3,149.0
18.71,8.3457,2.6909,-2.5636,-241.36,200.03
18.72,8.4017,2.7275,-2.8986,-171.75,232.14
18.73,8.4405,2.7615,-3.2107,-97.52,247.82
18.74,8.4691,2.7918,-3.4982,-35.37,254.43
18.75,8.4935,2.8175,-3.76,3.23,261.98
18.76,8.5174,2.8374,-3.9952,14.27,279.15
18.77,8.542,2.8502,-4.2021,1.01,310.08
18.78,8.5662,2.8547,-4.3775,-28.46,352.92
18.79,8.5872,2.8498,-4.5173,-64.04,400.14
18.8,8.6018,2.8352,-4.6172,-96.13,441.55
18.81,8.6069,2.8111,-4.6731,-117.74,468.36
18.82,8.6004,2.7788,-4.6826,-126.2,474.99
18.83,8.5815,2.7399,-4.6449,-123.79,460.22
18.84,8.5502,2.6965,-4.5616,-115.95,427.82
18.85,8.5072,2.6503,-4.4355,-108.86,384.56
18.86,8.453,2.602,-4.271,-107.43,337.98
18.87,8.3878,2.551,-4.0724,-113.44,295.01
18.88,8.3109,2.4958,-3.844,-124.95,259.99
18.89,8.2214,2.4344,-3.5893,-137.84,234.12
18.9,8.1181,2.3653,-3.3107,-147.75,216.98
18.91,8.0,2.288,-3.0102,-151.71,206.98
18.92,7.8668,2.2032,-2.6887,-149.25,201.42
18.93,7.7187,2.1124,-2.3468,-142.1,197.71
18.94,7.5563,2.0172,-1.9851,-133.2,193.75
18.95,7.3803,1.9191,-1.6039,-126.37,187.17
18.96,7.1915,1.8191,-1.204,-124.64,175.05
18.97,6.99,1.7177,-0.7866,-128.73,154.85
18.98,6.7753,1.615,-0.3538,-137.22,125.27
18.99,6.5468,1.5111,0.0914,-146.13,86.23
19.0,6.3037,1.4064,0.5451,-149.56,39.22
19.01,6.0458,1.3011,1.0028,-142.87,-12.99
19.02,5.7738,1.1955,1.4593,-124.19,-67.07
19.03,5.4895,1.0901,1.9093,-94.55,-118.88
19.04,5.1958,0.9855,2.3477,-58.16,-163.85
19.05,4.8961,0.8822,2.7701,-20.69,-198.61
19.06,4.5942,0.781,3.1732,12.79,-221.12
19.07,4.2933,0.6826,3.5545,37.85,-230.56
19.08,3.9957,0.5873,3.9133,52.26,-228.05
19.09,3.703,0.4946,4.2497,56.95,-216.44
19.1,3.4157,0.4038,4.5646,54.22,-199.52
19.11,3.1336,0.3143,4.8598,47.18,-182.15
19.12,2.8561,0.2252,5.1368,39.69,-169.53
19.13,2.5825,0.1356,5.3968,34.37,-165.24
19.14,2.3122,0.0444,5.6401,31.84,-170.78
19.15,2.0451,-0.0494,5.8663,31.69,-186.18
19.16,1.7811,-0.1462,6.0738,32.32,-209.32
19.17,1.5201,-0.2463,6.2604,30.7,-235.93
19.18,1.262,-0.3488,6.4236,24.2,-261.41
19.19,1.006,-0.4528,6.561,12.68,-282.27
19.2,0.7511,-0.557,6.6704,-1.0,-296.15
19.21,0.4961,-0.6604,6.7506,-11.24,-302.22
19.22,0.2401,-0.7624,6.8008,-11.72,-302.3
19.23,-0.0168,-0.8624,6.821,1.65,-300.23
19.24,-0.2733,-0.9602,6.8113,29.71,-299.75
19.25,-0.5267,-1.0551,6.7717,70.13,-303.01
19.26,-0.7729,-1.1469,6.7019,117.94,-309.86
19.27,-1.0075,-1.2352,6.6011,167.32,-317.48
19.28,-1.2255,-1.3199,6.4689,213.65,-320.77
19.29,-1.4224,-1.4008,6.305,254.14,-313.87
19.3,-1.5942,-1.4779,6.1103,287.55,-291.94
19.31,-1.7375,-1.5512,5.8869,313.49,-253.24
19.32,-1.8498,-1.6206,5.6387,332.04,-201.42
19.33,-1.9292,-1.6861,5.3706,343.71,-144.66
19.34,-1.9744,-1.7474,5.0881,350.05,-92.3
19.35,-1.9848,-1.8045,4.7962,353.88,-52.45
19.36,-1.9599,-1.857,4.4988,357.73,-29.62
19.37,-1.8994,-1.9045,4.1981,362.28,-22.74
19.38,-1.8027,-1.9465,3.8951,366.99,-25.94
19.39,-1.6695,-1.9823,3.5896,369.9,-30.5
19.4,-1.4995,-2.0117,3.2814,366.39,-26.54
19.41,-1.2934,-2.035,2.9712,349.32,-6.03
19.42,-1.053,-2.0529,2.6609,309.64,33.78
19.43,-0.7826,-2.0667,2.3546,238.9,88.16
19.44,-0.4891,-2.0777,2.0573,135.86,144.65
