t,dx,dy,dz,ax,az
3.9,-17.90429582,2.73364864,-12.19292604,-185.9837,33.48662
3.91,-18.08215385,2.88565064,-11.81455179,-142.7737,-85.98338
3.92,-18.27908378,2.9932558,-11.4416536,-295.4037,-79.01338
3.93,-18.50623584,3.05004136,-11.07537747,-479.3637,-19.32338
3.94,-18.7776508,3.08218183,-10.71074091,-520.4437,53.62662
3.95,-19.0968814,3.12474495,-10.33883892,-396.4337,204.23662
3.96,-19.45357839,3.19759698,-9.94994774,-189.4037,219.01662
3.97,-19.83261678,3.29935941,-9.54285262,-122.4737,87.43662
3.98,-20.2300308,3.41344,-9.12366906,-304.7337,91.19662
3.99,-20.65690547,3.5201465,-8.69369307,-450.5437,163.41662
4.0,-21.12269278,3.60998415,-8.24902615,-354.7437,171.15662
4.01,-21.62374348,3.68458621,-7.78732054,-254.5637,177.36662
4.02,-22.15402683,3.74666017,-7.30864374,-309.4937,154.50662
4.03,-22.71479131,3.79495654,-6.81487151,-349.7537,118.98662
4.04,-23.30857744,3.82744307,-6.30806334,-315.9237,130.50662
4.05,-23.93485596,3.846119,-5.78885573,-322.1537,117.52662
4.06,-24.59380237,3.85801634,-5.25894644,-350.5437,64.05662
4.07,-25.28607017,3.86909108,-4.72214746,-313.6737,31.49662
4.08,-26.00847762,3.87565698,-4.1821633,-231.7537,1.90662
4.09,-26.75470295,3.86579578,-3.6423662,-179.5937,-41.24338
4.1,-27.52040018,3.83596899,-3.10592591,-191.9937,-52.14338
4.11,-28.30522305,3.80382161,-2.57383369,-205.5037,-26.84338
4.12,-29.10780932,3.79675463,-2.04399103,-111.5937,17.39662
4.13,-29.91967122,3.82760455,-1.51239144,53.6063,63.87662
4.14,-30.72839952,3.88126289,-0.97635141,125.6663,34.01662
4.15,-31.52784145,3.92440912,-0.4382622,62.4563,-48.39338
4.16,-32.32081928,3.93242027,0.09651246,3.9263,-68.26338
4.17,-33.11013325,3.90830307,0.62536629,72.1863,-50.36338
4.18,-33.88976787,3.87822828,1.14945457,234.8163,-20.08338
4.19,-34.64633337,3.87180264,1.67262077,376.8863,55.19662
4.2,-35.36722702,3.90058765,2.20038042,434.2263,94.97662
4.21,-36.04509106,3.95281558,2.73514675,471.7863,36.66662
4.22,-36.67406799,4.01156316,3.27228502,573.6263,-71.88338
4.23,-37.24522006,4.07146114,3.80178347,689.8963,-196.94338
4.24,-37.74800078,4.13777803,4.31268686,777.3763,-276.48338
4.25,-38.17350388,4.22248183,4.79918469,842.3963,-224.76338
4.26,-38.51749763,4.33775403,5.2652732,794.1463,-88.81338
4.27,-38.78459827,4.48306039,5.72145039,640.9763,7.48662
4.28,-38.9854158,4.64602215,6.17616328,571.1663,16.81662
4.29,-39.12647323,4.81710857,6.63142584,603.0363,-17.58338
4.3,-39.20826429,4.99451765,7.0851796,589.3563,-40.45338
4.31,-39.23235675,5.17889388,7.53480154,522.1363,-65.23338
4.32,-39.2038571,5.36948026,7.97716917,465.9963,-117.70338
4.33,-39.12875909,5.56284506,8.40795298,405.7463,-161.16338
4.34,-39.01360997,5.75228101,8.82315923,320.4963,-181.52338
4.35,-38.866505,5.92804111,9.22002241,227.4363,-207.96338
4.36,-38.69583342,6.08206737,9.59598278,163.2363,-237.11338
4.37,-38.50736647,6.21500579,9.94800409,153.8463,-273.82338
4.38,-38.30261117,6.33589361,10.27218408,176.5463,-327.34338
4.39,-38.08043002,6.45534433,10.56416076,186.0363,-358.07338
4.4,-37.839949,6.58258197,10.82107163,179.3163,-357.59338
4.41,-37.58065863,6.72628051,11.04202993,203.6463,-363.29338
4.42,-37.30047514,6.8870567,11.22664141,245.0563,-368.14338
4.43,-36.9971618,7.0465378,11.37554809,227.3763,-327.06338
4.44,-36.67122861,7.17651206,11.49204419,200.9263,-272.60338
4.45,-36.3226358,7.26117747,11.57927799,273.0963,-296.67338
4.46,-35.94560463,7.30373079,11.63624697,386.3563,-343.09338
4.47,-35.53133986,7.31989576,11.66117538,439.4763,-297.21338
4.48,-35.07472173,7.33087289,11.65741674,424.7663,-208.41338
4.49,-34.57664574,7.35365443,11.63248602,365.2463,-131.29338
4.5,-34.04140865,7.39602712,11.59426225,327.1263,-59.17338
4.51,-33.47217419,7.45959596,11.54911566,336.3363,-25.72338
4.52,-32.87002513,7.54036346,11.50094651,312.7263,-8.73338
4.53,-32.23755195,7.62938562,11.45248404,247.1163,33.00662
4.54,-31.57986217,7.71771319,11.40697426,197.6463,62.37662
4.55,-30.90198154,7.79944791,11.36733916,161.1663,78.77662
4.56,-30.20796054,7.87297553,11.33609075,121.5763,117.08662
4.57,-29.50183019,7.93971081,11.31625903,75.9963,145.26662
4.58,-28.78798922,8.0001945,11.30998599,30.7963,136.27662
4.59,-28.07023915,8.05581359,11.31709014,14.7163,118.81662
4.6,-27.35019873,8.11286109,11.33590747,27.3263,96.16662
4.61,-26.62697044,8.180199,11.36363224,54.0863,46.69662
4.62,-25.89777354,8.26408556,11.39559269,99.1863,-18.58338
4.63,-25.15926104,8.36272702,11.42573109,116.1063,-80.86338
4.64,-24.41029093,8.46437114,11.44795641,82.8463,-134.66338
4.65,-23.65236346,8.55530292,11.45706493,72.4363,-172.93338
4.66,-22.88666588,8.62678611,11.44892813,79.0263,-207.73338
4.67,-22.1138017,8.67257794,11.41993301,52.1163,-244.38338
4.68,-21.33525365,8.68818294,11.36731258,40.0363,-246.96338
4.69,-20.55195375,8.67241784,11.29120134,53.8263,-199.77338
4.7,-19.76341624,8.62457665,11.19566054,57.7563,-129.12338
4.71,-18.96859437,8.54373286,11.08693042,77.9763,-68.00338
4.72,-18.16533065,8.43265273,10.97079448,119.9063,-29.55338
4.73,-17.34963081,8.30122775,10.85145023,175.5963,0.32662
4.74,-16.51575712,8.16626793,10.73260867,251.7963,50.55662
4.75,-15.65768507,8.04501677,10.61979154,284.6863,141.08662
4.76,-14.77251316,7.94801726,10.52072785,258.7663,218.95662
4.77,-13.86145814,7.87547665,10.4417166,229.0463,224.64662
4.78,-12.92783102,7.81416196,10.38405753,181.9663,187.38662
4.79,-11.97530379,7.74352541,10.3452174,158.9663,154.88662
4.8,-11.00552844,7.64862553,10.32274995,185.9663,159.29662
4.81,-10.01787174,7.5226413,10.31682619,180.2963,189.81662
4.82,-9.01179869,7.36642972,10.32980986,186.0363,218.91662
4.83,-7.98652527,7.18894506,10.36468422,211.5863,249.52662
4.84,-6.941722,6.99937529,10.42345727,167.9263,239.52662
4.85,-5.87973936,6.80497494,10.50528125,135.6763,195.00662
4.86,-4.80364412,6.61446598,10.60709342,121.1663,171.53662
4.87,-3.71674003,6.43291819,10.72532278,50.2863,120.15662
4.88,-2.62402557,6.26116055,10.85474682,6.6163,37.48662
4.89,-1.5299235,6.10115757,10.9884618,-12.0737,-21.94338
4.9,-0.43776408,5.95486849,11.11985996,-64.2337,-84.72338
4.91,0.6481937,5.82309257,11.24285556,-111.5837,-143.16338
4.92,1.72319309,5.70575605,11.35232259,-154.9937,-168.54338
4.93,2.78243734,5.59966344,11.44494306,-212.6937,-192.06338
4.94,3.81997719,5.49862798,11.51826097,-291.8537,-217.88338
4.95,4.8269544,5.39556818,11.57007206,-430.1637,-230.89338
4.96,5.78976798,5.28516104,11.59852034,-618.4237,-253.29338
4.97,6.69183891,5.16846905,11.60118731,-766.7537,-292.22338
4.98,7.51984069,5.05207347,11.57486321,-814.8937,-320.35338
4.99,8.26882784,4.9395108,11.51677804,-768.1037,-335.96338
5.0,8.94276209,4.82705328,11.42524632,-655.0737,-344.03338
5.01,9.55066396,4.70633491,11.29987377,-567.1037,-328.05338
5.02,10.09924693,4.56766295,11.14167592,-587.5337,-311.32338
5.03,10.58793626,4.4049769,10.95181,-657.6337,-314.47338
5.04,11.01224669,4.22084,10.73108102,-676.4137,-292.70338
5.05,11.37033249,4.02682376,10.48207422,-642.5837,-229.68338
5.06,11.66510314,3.83911118,10.21051336,-575.0837,-148.54338
5.07,11.9037504,3.66976225,9.92469518,-456.2437,-41.97338
5.08,12.09707802,3.51981922,9.63439969,-329.2737,54.94662
5.09,12.2556825,3.38411035,9.34762364,-278.1937,74.40662
5.1,12.38432083,3.26164064,9.06707977,-317.0437,47.07662
5.11,12.48079453,3.15685108,8.79168559,-378.3637,38.97662
5.12,12.54115883,3.07309193,8.52108734,-374.6637,68.35662
5.13,12.56579149,3.00841869,8.25805603,-305.6337,128.53662
5.14,12.55882626,2.95727035,8.00708916,-282.0437,158.69662
5.15,12.52154938,2.91462367,7.77045997,-346.8037,129.12662
5.16,12.45024112,2.87618214,7.54699472,-389.6637,111.15662
5.17,12.34200746,2.83455177,7.33541715,-354.9437,125.61662
5.18,12.19826966,2.7783298,7.13599877,-324.6737,125.52662
5.19,12.02060897,2.69983999,6.94915383,-356.6837,127.81662
5.2,11.80662464,2.60490659,6.77573082,-418.9637,157.26662
5.21,11.55225916,2.50915234,6.61777875,-424.6937,178.03662
5.22,11.25780405,2.42650849,6.47738011,-339.2937,190.34662
5.23,10.92945729,2.36660131,6.35629091,-256.4437,215.19662
5.24,10.57358264,2.33405227,6.25622665,-252.9937,221.80662
5.25,10.1915501,2.32286265,6.17779657,-287.9437,208.10662
5.26,9.78119141,2.31972918,6.12070968,-308.2237,217.25662
5.27,9.34002883,2.31786486,6.08573747,-331.8237,243.51662
5.28,8.86560837,2.32234796,6.0742072,-362.5037,234.93662
5.29,8.35641776,2.3429987,6.08561287,-338.0337,205.59662
5.3,7.81471551,2.38731936,6.11845172,-265.9537,212.74662
5.31,7.24590811,2.45658267,6.17263975,-218.3237,224.42662
5.32,6.65460808,2.54453763,6.24854048,-201.1637,208.45662
5.33,6.04324815,2.641506,6.34557014,-185.8037,205.36662
5.34,5.41361108,2.74055078,6.46334998,-162.3737,212.36662
5.35,4.76790837,2.83911771,6.60176151,-136.1337,196.71662
5.36,4.10884227,2.93681655,6.75974423,-103.9537,178.59662
5.37,3.43965802,3.03561829,6.93635513,-64.7437,192.76662
5.38,2.76373539,3.14033644,7.13245622,-40.1537,217.02662
5.39,2.08373211,3.25499524,7.34973,-22.2337,221.63662
5.4,1.40185894,3.37971221,7.58922471,5.7663,230.08662
5.41,0.72036438,3.50883707,7.85173836,21.7863,240.49662
5.42,0.04049992,3.63001784,8.13771144,11.8063,228.84662
5.43,-0.63840292,3.73093977,8.44699846,-10.9937,235.91662
5.44,-1.31828291,3.80971036,8.78102867,-32.9637,290.59662
5.45,-2.00140929,3.8759566,9.14381806,-56.9937,334.80662
5.46,-2.69006531,3.94327499,9.53898663,-78.2937,336.50662
5.47,-3.38576823,4.02137654,9.96758015,-72.3537,330.72662
5.48,-4.08819728,4.1102975,10.42872685,-50.1037,305.71662
5.49,-4.79605123,4.19981136,10.91985298,-48.4937,258.56662
5.5,-5.50959032,4.27620388,11.4377588,-84.3737,249.88662
5.51,-6.23195605,4.33112406,11.98163306,-139.8837,281.94662
5.52,-6.96768892,4.36580939,12.55396975,-174.6037,326.26662
5.53,-7.72001668,4.38631587,13.15823213,-178.7637,344.09662
5.54,-8.48934984,4.39573927,13.79511944,-152.1437,292.08662
5.55,-9.27370414,4.39441806,14.46063995,-121.8537,218.60662
5.56,-10.07139383,4.38604577,15.14898663,-141.6237,185.29662
5.57,-10.88333966,4.38126113,15.85681425,-169.2037,191.58662
5.58,-11.71047938,4.39174189,16.58316081,-131.7837,173.83662
5.59,-12.5498715,4.41715681,17.32522306,-61.3837,90.91662
5.6,-13.39665576,4.44223764,18.07672099,-45.1937,23.30662
5.61,-14.2495664,4.44932062,18.83187261,-97.3437,10.16662
5.62,-15.1119927,4.42943001,19.58810966,-144.8037,1.32662
5.63,-15.98738288,4.38100055,20.34459615,-135.6637,-1.29338
5.64,-16.87518945,4.30442925,21.10124957,-84.5837,9.48662
5.65,-17.77161267,4.20125486,21.85791918,-43.8937,-15.48338
5.66,-18.67302278,4.07649337,22.61215023,-31.1637,-74.51338
5.67,-19.57733753,3.94015279,23.35986621,-14.0237,-94.54338
5.68,-20.48265842,3.80547211,24.09914388,14.9063,-72.38338
5.69,-21.38643721,3.68674909,24.83064498,41.8363,-70.20338
5.7,-22.28597288,3.59845797,25.55432127,67.0863,-98.65338
5.71,-23.17889545,3.54891776,26.26767225,84.4563,-143.95338
5.72,-24.06406841,3.53285271,26.96600991,69.9263,-212.42338
5.73,-24.94274276,3.53638106,27.64313526,31.5763,-278.14338
5.74,-25.8173125,3.54824707,28.29362629,27.0463,-295.11338
5.75,-26.68808189,3.56222273,28.91542151,62.2863,-277.91338
5.76,-27.55272342,3.57386805,29.50866342,89.4363,-289.64338
5.77,-28.40853909,3.57970852,30.07167751,107.8163,-350.36338
5.78,-29.25368065,3.57637265,30.59923979,117.8363,-426.15338
5.79,-30.0870011,3.56252594,31.08422125,125.2963,-499.01338
5.8,-30.90622844,3.54546413,31.5199494,191.2363,-544.40338
5.81,-31.70549118,3.53924598,31.90302049,286.7563,-516.91338
5.82,-32.47759431,3.55472798,32.23526226,317.5763,-453.39338
5.83,-33.21893433,3.59447764,32.52141272,304.5563,-418.40338
5.84,-33.92947474,3.65150721,32.76518061,301.2363,-403.55338
5.85,-34.60929954,3.71345018,32.96783219,317.5363,-417.59338
5.86,-35.25632349,3.77272331,33.12807546,371.6663,-456.04338
5.87,-35.86536433,3.82951559,33.24333966,454.3963,-467.93338
5.88,-36.42902806,3.88762728,33.3121653,530.5663,-464.08338
5.89,-36.94046168,3.95004287,33.33496512,569.6163,-443.38338
5.9,-37.39660069,4.01371262,33.31452263,537.9263,-377.29338
5.91,-37.7992871,4.07176003,33.25621458,488.5763,-315.10338
5.92,-38.15023589,4.12361634,33.16515546,550.3663,-300.99338
5.93,-38.44469508,4.17497355,33.04365128,666.2163,-299.16338
5.94,-38.67588316,4.22677593,32.89309628,643.9863,-261.16338
5.95,-38.84502688,4.27227271,32.71707922,523.5263,-195.44338
5.96,-38.95986025,4.30407589,32.52122559,477.3163,-139.86338
5.97,-39.0243305,4.32079173,32.31098366,532.3063,-98.81338
5.98,-39.03456315,4.33114873,32.0905929,623.5163,-66.91338
5.99,-38.98394894,4.35080938,31.86339659,650.4763,-38.03338
6.0,-38.87086787,4.39051844,31.63285321,570.1463,10.64662
6.01,-38.70097895,4.4494144,31.40345651,477.4863,64.15662
6.02,-38.48169816,4.52058002,31.17973275,446.4963,89.50662
6.03,-38.21629527,4.60167829,30.96476193,470.3463,108.49662
6.04,-37.90371402,4.69990373,30.76097154,495.8863,142.26662
6.05,-37.54361116,4.82355381,30.57119109,434.6863,168.91662
6.06,-37.14191069,4.9686603,30.39781758,294.5863,177.72662
6.07,-36.71007412,5.1172427,30.24165925,177.5263,165.78662
6.08,-36.25864244,5.24865001,30.1016626,130.1063,138.71662
6.09,-35.79281164,5.35177872,29.97618915,134.1663,139.25662
6.1,-35.31340849,5.42625708,29.86539963,140.3963,171.67662
6.11,-34.82069799,5.47394135,29.77121929,113.2763,183.30662
6.12,-34.31675037,5.49409053,29.69435539,78.4763,155.91662
6.13,-33.8044419,5.48597836,29.63282943,60.1463,119.92662
6.14,-33.28565856,5.4519731,29.58387415,56.1663,108.60662
6.15,-32.76065112,5.3998625,29.54623206,72.4263,116.93662
6.16,-32.22785332,5.3438043,29.52034991,106.5363,129.46662
6.17,-31.68519892,5.296831,29.50717344,104.7063,133.90662
6.18,-31.1335444,5.25923686,29.5062244,39.9963,93.36662
6.19,-30.57692203,5.22099788,29.51396481,9.9563,28.48662
6.2,-30.0173713,5.1758548,29.52517539,53.1663,-9.98338
6.21,-29.45274521,5.12711363,29.53565217,82.6663,-36.32338
6.22,-28.88020801,5.08237987,29.54253988,93.8863,-59.38338
6.23,-28.29808571,5.04292451,29.54369603,108.9063,-72.62338
6.24,-27.70607754,4.9958313,29.53749636,79.6763,-88.05338
6.25,-27.10602302,4.92396076,29.52207813,49.5363,-118.46338
6.26,-26.49893589,4.82436761,29.49380608,98.4963,-187.62338
6.27,-25.8814739,4.70856363,29.44637497,164.4063,-271.10338
6.28,-25.24874031,4.58867705,29.37357855,179.4963,-283.23338
6.29,-24.59847235,4.46962812,29.27449781,173.9163,-212.25338
6.3,-23.93110954,4.3473596,29.15464651,152.4063,-121.53338
6.31,-23.24925037,4.21101424,29.02138489,97.0663,-79.54338
6.32,-22.55679884,4.05441853,28.87777596,73.0963,-131.72338
6.33,-21.8552147,3.88558373,28.72071572,117.9863,-193.51338
6.34,-21.14186821,3.71980484,28.54641266,157.3663,-169.41338
6.35,-20.41398836,3.5662036,28.35622054,144.5563,-101.67338
6.36,-19.67281539,3.42273351,28.15572635,81.1863,-37.77338
6.37,-18.92286308,3.28259383,27.9502771,40.1863,-19.43338
6.38,-18.16680715,3.14240131,27.74175529,78.5263,-44.71338
6.39,-17.40378286,2.99870194,27.52971591,77.4363,-30.29338
6.4,-16.63385022,2.84527173,27.31529797,38.8763,11.70662
6.41,-15.85785172,2.68426893,27.10138946,83.3863,28.80662
6.42,-15.07360986,2.53038453,26.89008839,120.0263,36.52662
6.43,-14.27876914,2.40011003,26.68262476,96.4563,53.18662
6.44,-13.47399031,2.29899919,26.48123606,80.5263,101.64662
6.45,-12.66199163,2.21146176,26.2897908,27.2263,142.80662
6.46,-11.84728008,2.11051899,26.11055222,-30.5237,102.55662
6.47,-11.03355168,1.98835387,25.94148558,-9.5637,60.50662
6.48,-10.22075892,1.86607715,25.78066138,8.1663,107.67662
6.49,-9.40808006,1.77239434,25.63110311,-15.3837,176.32662
6.5,-8.59719308,1.72195519,25.49809178,-53.1337,203.09662
6.51,-7.79163575,1.70822294,25.38380963,-95.5937,168.19662
6.52,-6.99455656,1.7136356,25.28524217,-98.8637,90.64662
6.53,-6.20798326,1.72981666,25.1973564,-130.9737,79.32662
6.54,-5.43669735,1.76405588,25.11981931,-254.7437,166.19662
6.55,-4.69095733,1.82622351,25.05888491,-385.4337,253.93662
6.56,-3.98285921,1.91728529,25.02157069,-484.1237,272.28662
6.57,-3.32225073,2.03010348,25.00966191,-549.9637,219.25662
6.58,-2.71590089,2.15215532,25.01886056,-590.3537,135.04662
6.59,-2.16900444,2.26839782,25.04195291,-651.5237,67.94662
6.6,-1.68762288,2.36927772,25.07275143,-731.2537,38.85662
6.61,-1.27913197,2.45508078,25.1084344,-805.6537,51.26662
6.62,-0.95031569,2.53181925,25.14964605,-848.4837,81.30662
6.63,-0.70425081,2.60568362,25.19829663,-811.4937,85.22662
6.64,-0.53740882,2.6803789,25.25445415,-701.5037,50.06662
6.65,-0.44076673,2.75812258,25.31554711,-597.5537,13.60662
6.66,-0.40516177,2.83866767,25.378778,-548.9337,9.78662
6.67,-0.42446046,2.91607666,25.44271683,-504.7837,-3.31338
6.68,-0.49362103,2.98526831,25.50587685,-440.0337,-32.76338
6.69,-0.60759175,3.04899737,25.56675305,-411.6137,-20.96338
6.7,-0.76205162,3.10900683,25.62530293,-360.3637,-16.81338
6.71,-0.95051512,3.15967245,25.68105126,-231.8637,-55.92338
6.72,-1.16380852,3.19729072,25.73178077,-173.1637,-70.54338
6.73,-1.39721905,3.2287774,25.77571796,-230.5537,-73.13338
6.74,-1.65325748,3.26952174,25.81216334,-274.9037,-81.31338
6.75,-1.93463305,3.32897798,25.84133866,-237.1837,-53.49338
6.76,-2.23764652,3.39644888,25.86478016,-120.3037,-39.50338
6.77,-2.55311862,3.45232993,25.8830506,-24.6137,-72.79338
6.78,-2.87462087,3.49138839,25.89450498,-75.7337,-86.00338
6.79,-3.20545426,3.5239795,25.89791104,-201.2237,-75.58338
6.8,-3.55415579,3.56425852,25.89412353,-240.6037,-49.02338
6.81,-3.92404896,3.6220612,25.88631547,-169.2937,14.35662
6.82,-4.30977477,3.69414053,25.87862558,-58.1737,26.58662
6.83,-4.70281223,3.76620027,25.87134589,-10.8837,-49.57338
6.84,-5.09941333,3.83113866,25.86011488,-66.6637,-83.94338
6.85,-5.50254732,3.89731871,25.84259081,-121.1637,-32.71338
6.86,-5.9159147,3.97522891,25.82154867,-104.4037,10.19662
6.87,-6.33855922,4.06389452,25.80085622,-45.1737,27.85662
6.88,-6.76546564,4.15245854,25.78295995,20.2163,47.48662
6.89,-7.19137995,4.23079121,25.76910412,40.3663,40.33662
6.9,-7.61473464,4.29688479,25.75889073,-2.6237,19.08662
6.91,-8.03850849,4.35631477,25.75091452,-55.9437,12.52662
6.92,-8.46652647,4.42186791,25.74452825,-59.3137,21.00662
6.93,-8.89922209,4.51166246,25.74062016,-16.5937,46.13662
6.94,-9.33378611,4.63472641,25.74052126,13.7063,40.63662
6.95,-9.76784002,4.78141752,25.7437878,5.5263,8.75662
6.96,-10.20157957,4.93723428,25.74927002,-16.2437,32.02662
6.97,-10.63663976,5.0985937,25.75869668,-29.9237,86.51662
6.98,-11.07480909,5.26924952,25.77562377,-52.3337,96.50662
6.99,-11.51805732,5.4519665,25.8018463,-72.6237,93.83662
7.0,-11.96733819,5.65038989,25.83830602,-47.7837,126.85662
7.01,-12.42097845,5.86734793,25.88682692,-10.2437,136.44662
7.02,-12.87637735,6.09476212,25.94750851,-6.1337,88.22662
7.03,-13.33256839,6.31398398,26.01746928,-13.2337,59.81662
7.04,-13.78972158,6.50733499,26.09453774,-9.9437,77.99662
7.05,-14.24792065,6.6650139,26.17912739,-12.7737,86.58662
7.06,-14.70738587,6.78735797,26.27248297,-19.2137,101.01662
7.07,-15.16782598,6.8868812,26.37758399,8.1463,182.74662
7.08,-15.62721499,6.98250408,26.50082669,40.9063,260.70662
7.09,-16.08327563,7.08811537,26.64764908,39.1163,240.57662
7.1,-16.53504067,7.20827131,26.81781491,48.6263,193.42662
7.11,-16.98150134,7.33960791,27.00796167,71.7463,173.35662
7.12,-17.42097441,7.47496591,27.21572912,83.3263,166.23662
7.13,-17.85184163,7.61152307,27.4412465,101.7763,205.71662
7.14,-18.27228298,7.75514839,27.68770382,126.0963,261.47662
7.15,-18.67986498,7.91661436,27.95879483,156.3463,258.22662
7.16,-19.07222311,8.10130924,28.25363802,166.1063,173.70662
7.17,-19.44886289,8.30140577,28.56495364,136.1163,54.80662
7.18,-19.81145331,8.50308246,28.88340446,119.5763,3.63662
7.19,-20.16154213,8.69798281,29.20359921,120.7363,9.22662
7.2,-20.50008833,8.88536581,29.52403589,96.5963,-10.86338
7.21,-20.82855568,9.07377572,29.84352876,85.1663,-23.70338
7.22,-21.14711917,9.27917403,30.16090707,125.1663,-24.76338
7.23,-21.4540828,9.508392,30.47410207,124.4363,-92.55338
7.24,-21.75069707,9.74879962,30.77756949,35.8763,-177.68338
7.25,-22.04272798,9.9823219,31.06479336,-16.9137,-200.27338
7.26,-22.33447979,10.19887509,31.33129466,5.0563,-249.12338
7.27,-22.62544149,10.39367318,31.5706804,34.3463,-384.55338
7.28,-22.91183058,10.56491343,31.77178607,105.0963,-511.42338
7.29,-23.18665781,10.71204233,31.92340518,213.8763,-570.51338
7.3,-23.44092593,10.83069114,32.01866598,285.4563,-600.33338
7.31,-23.6662742,10.9169256,32.05321621,367.9463,-655.69338
7.32,-23.85380285,10.97342572,32.02145012,487.3763,-739.38338
7.33,-23.99337115,11.00610675,31.91621948,571.6563,-802.57338
7.34,-24.07616534,11.02303493,31.73164277,636.2163,-827.76338
7.35,-24.09563043,11.03464602,31.46565324,685.0163,-796.86338
7.36,-24.04827465,11.04655076,31.1215634,662.5263,-700.97338
7.37,-23.93551927,11.05667591,30.70719,601.8563,-610.98338
7.38,-23.76223528,11.06118722,30.23023628,550.8463,-578.72338
7.39,-23.53296668,11.05922193,29.69450825,531.7763,-580.99338
7.4,-23.24971122,11.05427155,29.10132765,541.0163,-555.84338
7.41,-22.91284065,11.05430757,28.45378574,526.7363,-480.22338
7.42,-22.52362298,11.06999525,27.75811202,495.3363,-407.43338
7.43,-22.0846337,11.11075908,27.02128423,469.3963,-349.52338
7.44,-21.59875281,11.18230757,26.24968138,437.4763,-282.97338
7.45,-21.06906606,11.28546122,25.44956222,403.8263,-223.63338
7.46,-20.49931195,11.41108402,24.62679249,353.5063,-174.23338
7.47,-19.89467674,11.53832322,23.78635119,280.3463,-133.21338
7.48,-19.26111216,11.64554409,22.93187259,238.9163,-119.28338
7.49,-18.60155548,11.72404386,22.06529616,277.4463,-110.58338
7.5,-17.91349094,11.78018028,21.18846443,342.4463,-68.21338
7.51,-17.19269104,11.82666111,20.30497638,343.0163,-17.69338
7.52,-16.43927829,11.87345885,19.41915202,271.9763,11.69662
7.53,-15.65857992,11.92417674,18.53425834,200.3963,33.07662
7.54,-14.85590095,11.97732179,17.65215035,202.3963,35.12662
7.55,-14.03217837,12.02820324,16.77315829,232.4963,22.85662
7.56,-13.18673818,12.06913435,15.89675467,197.2563,24.24662
7.57,-12.32094789,12.09702786,15.02239699,182.9363,12.03662
7.58,-11.43458823,12.12331903,14.14914449,255.5863,-2.56338
7.59,-10.52492197,12.16141136,13.27688918,234.0963,34.52662
7.6,-9.59454685,12.20526584,12.4079978,100.5163,69.61662
7.61,-8.65175962,12.23318348,11.54444211,57.2963,41.21662
7.62,-7.70170328,12.22439602,10.68438036,71.5963,-10.74338
7.63,-6.74442059,12.16996472,9.82347304,84.5063,-52.00338
7.64,-5.77638829,12.08139333,8.95814116,185.3163,-60.68338
7.65,-4.79002962,11.98440809,8.08833046,273.8563,-4.23338
7.66,-3.78023086,11.89692501,7.2186497,200.5163,75.89662
7.67,-2.75197573,11.81799808,6.35518813,59.3063,102.75662
7.68,-1.71574724,11.73308606,5.50086449,-4.2537,85.65662
7.69,-0.6784184,11.62232744,4.65485079,-10.8437,59.87662
7.7,0.3583228,11.47023373,3.81468277,-1.6237,29.96662
7.71,1.39611686,11.27289368,2.97837594,52.1463,36.18662
7.72,2.43911178,11.03542378,2.1465273,101.3063,77.53662
7.73,3.49122681,10.76711204,1.32199359,105.9863,102.88662
7.74,4.55359544,10.4801927,0.50746357,92.8063,118.38662
7.75,5.62507244,10.18889802,-0.29540352,68.6763,128.40662
7.76,6.70405204,9.908669,-1.08538842,65.8863,141.63662
7.77,7.78956675,9.65183438,-1.86076339,56.8963,174.26662
7.78,8.87989282,9.41972441,-2.61923991,8.7163,187.31662
7.79,9.97132799,9.20095935,-3.35971251,-34.0237,172.80662
7.8,11.05951552,8.9798522,-4.08299291,-74.6337,156.30662
7.81,12.14102442,8.74981271,-4.79003463,-87.9137,165.67662
7.82,13.21430742,8.51642911,-5.47945842,-82.6337,218.60662
7.83,14.27803452,8.28724818,-6.14731427,-133.1137,261.37662
7.84,15.32882774,8.06971415,-6.78960418,-172.5537,282.82662
7.85,16.36392356,7.87736528,-7.40324541,-153.7337,320.46662
7.86,17.383669,7.72548256,-7.9852942,-138.0537,341.48662
7.87,18.38940004,7.618381,-8.53452705,-134.7937,310.74662
7.88,19.38183294,7.54217309,-9.05377522,-128.3437,237.95662
7.89,20.36151044,7.47349909,-9.54842145,-122.7937,198.96662
7.9,21.32802556,7.397938,-10.02044075,-156.6237,270.73662
7.91,22.27729328,7.31574056,-10.46417061,-257.9137,392.68662
7.92,23.20026536,7.23259403,-10.86949554,-383.4337,481.63662
7.93,24.08591305,7.15415115,-11.22726603,-472.2537,547.76662
7.94,24.92618385,7.08705318,-11.53090908,-491.1937,589.47662
7.95,25.7187935,7.03635636,-11.77742045,-455.8637,560.09662
7.96,26.46626527,7.0055547,-11.96859813,-406.6537,505.22662
7.97,27.17284864,7.0019417,-12.10719112,-370.4237,534.38662
7.98,27.84246112,7.0299091,-12.19211543,-335.3937,574.29662
7.99,28.47974721,7.07742191,-12.2227628,-255.9037,489.64662
8.0,29.09145015,7.11994087,-12.20451024,-180.1837,403.95662
8.01,29.68271021,7.13508899,-12.14253974,-205.5037,452.70662
8.02,30.25221762,7.10899102,-12.03541181,-282.9737,498.47662
8.03,30.79454889,7.03814345,-11.87968894,-319.6537,495.68662
